credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,six_month_interval_label,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year
773,2022-07-01,1,P,<20,575000,4.375,77000,P,360,0,,6,100.0,550.0,5,1,25-34,1154234,0,0
803,2022-07-01,1,P,43,315000,4.25,11500,P,360,0,,6,80.0,92.0,5,2,25-34,4471518,0,0
800,2022-07-01,1,P,20-<30,225000,4.49,33700,P,360,0,,6,45.0,84.0,3,2,65-74,1044098,0,0
754,2022-07-01,1,P,30-<36,295000,4.75,76900,P,360,0,,6,91.0,129.0,6,1,25-34,1046489,0,0
795,2022-07-01,1,P,20-<30,75000,5.688,33400,P,360,0,,6,75.0,53.0,5,1,55-64,1271572,0,0
807,2022-07-01,1,P,49,695000,4.75,93400,P,360,0,,6,95.0,129.0,5,2,55-64,3069666,0,0
815,2022-07-01,1,P,30-<36,435000,4.999,92800,P,360,0,,6,59.184,118.0,5,2,>74,1271439,0,0
711,2022-07-01,1,P,39,515000,4.875,92600,R,360,0,,6,74.101,125.0,5,1,25-34,1274158,0,0
690,2022-07-01,1,P,20-<30,375000,5.875,33500,P,360,0,,6,72.115,299.0,5,2,>74,1274946,0,0
770,2022-07-01,1,P,20-<30,315000,4.375,92600,R,360,0,,6,30.288,140.0,5,1,45-54,2532683,0,0
772,2022-07-01,1,P,30-<36,465000,6.0,10900,P,360,0,,6,95.0,146.0,5,1,25-34,1267904,0,0
730,2022-07-01,1,I,49,615000,4.999,34200,P,360,0,,6,69.989,338.0,5,1,55-64,1267877,0,0
702,2022-07-01,1,P,44,285000,5.25,77000,P,360,0,,6,96.5,101.0,3,2,45-54,2369454,0,0
777,2022-07-01,1,P,20-<30,375000,4.625,32300,P,360,0,,6,95.0,220.0,6,2,25-34,2531651,0,0
784,2022-07-01,1,P,49,355000,5.25,75000,P,360,0,,6,96.5,80.0,2,2,35-44,150115,0,0
765,2022-07-01,1,P,44,595000,5.25,33000,P,360,0,,6,70.0,145.0,6,1,35-44,3246690,0,0
776,2022-07-01,1,P,39,375000,5.25,33400,P,360,0,,6,55.53,121.0,3,1,55-64,1816477,0,0
773,2022-07-01,1,S,30-<36,365000,5.625,32900,P,360,0,,6,63.478,200.0,5,1,35-44,3050424,0,0
818,2022-07-01,1,P,30-<36,185000,4.625,14600,P,360,0,,6,94.88,61.0,5,2,35-44,1440948,0,0
785,2022-07-01,1,P,49,575000,4.875,92800,P,360,0,,6,90.0,113.0,5,1,25-34,3546325,0,0
773,2022-07-01,1,S,30-<36,95000,6.125,32900,P,360,0,,6,70.0,177.0,5,2,55-64,4093521,0,0
730,2022-07-01,1,P,48,465000,5.25,33000,P,360,0,,6,96.5,141.0,6,2,35-44,1615135,0,0
766,2022-07-01,2,I,41,255000,6.125,33900,P,360,0,,6,75.0,172.0,6,1,35-44,3572554,0,0
733,2022-07-01,2,P,49,125000,3.875,12300,R,360,0,,6,62.705,43.0,5,2,65-74,2532967,0,0
718,2022-07-01,1,P,30-<36,255000,3.75,92500,R,360,0,,6,46.428,104.0,6,1,45-54,4730610,0,0
758,2022-07-01,1,I,30-<36,185000,5.375,96000,P,360,0,,6,61.667,168.0,5,1,35-44,231773,0,0
710,2022-07-01,1,P,44,635000,3.75,92500,P,360,0,,6,90.0,203.0,2,2,25-34,2489196,0,0
746,2022-07-01,1,P,48,275000,4.75,32500,P,360,0,,6,61.111,65.0,5,2,65-74,4660629,0,0
794,2022-07-01,1,P,30-<36,505000,4.125,11700,P,360,0,,6,93.0,175.0,5,1,25-34,4083152,0,0
800,2022-07-01,1,P,40,375000,4.875,78600,P,360,0,,6,100.0,153.0,5,1,55-64,2159332,0,0
773,2022-07-01,1,P,44,285000,5.25,33700,P,360,1,2023-01-01,6,95.0,49.0,5,1,25-34,1273886,1,1
720,2022-07-01,1,P,40,385000,5.5,95900,P,360,0,,6,95.0,134.0,2,2,55-64,1271555,0,0
760,2022-07-01,1,P,39,585000,5.288,95600,P,360,0,,6,80.0,132.0,5,2,25-34,1275235,0,0
812,2022-07-01,1,P,46,545000,4.375,11700,P,360,0,,6,60.556,120.0,5,2,25-34,1273857,0,0
790,2022-07-01,1,P,49,595000,3.99,33000,P,360,0,,6,74.37,108.0,5,1,35-44,2056385,0,0
744,2022-07-01,1,P,<20,185000,4.99,34900,P,360,0,,6,85.0,302.0,5,1,55-64,1970918,0,0
799,2022-07-01,1,P,36,235000,4.5,92300,P,360,0,,6,40.51,53.0,6,1,65-74,1949666,0,0
750,2022-07-01,1,P,39,495000,4.25,76000,P,360,0,,6,95.0,146.0,5,1,35-44,4296359,0,0
690,2022-07-01,1,P,49,345000,4.875,11700,P,360,0,,6,63.0,78.0,5,1,35-44,1015003,0,0
808,2022-07-01,1,P,30-<36,195000,3.625,33900,P,180,0,,6,80.0,155.0,5,1,35-44,4665483,0,0
746,2022-07-01,1,P,20-<30,255000,4.5,95600,R,360,0,,6,39.37,154.0,5,1,65-74,500238,0,0
763,2022-07-01,1,P,38,475000,4.75,11200,P,360,0,,6,69.853,91.0,2,2,25-34,3096597,0,0
737,2022-08-01,1,P,30-<36,235000,5.125,32300,P,360,0,,6,70.0,110.0,5,2,25-34,4080255,0,0
725,2022-07-01,1,P,44,285000,3.875,76200,P,360,0,,6,80.0,93.0,5,1,>74,1849266,0,0
810,2022-07-01,1,S,20-<30,245000,5.5,14200,P,360,0,,6,90.0,420.0,5,1,65-74,1484629,0,0
