credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,six_month_interval_label,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year
725,2022-01-01,1,P,20-<30,265000,2.125,92500,R,180,0,,5,46.842,190.0,6,2,35-44,4195323,0,0
750,2022-01-01,1,P,30-<36,425000,2.875,91700,R,360,0,,5,63.41,100.0,2,2,25-34,3884877,0,0
808,2022-01-01,1,P,36,285000,3.25,78600,P,360,0,,5,97.348,97.0,5,1,25-34,3831959,0,0
756,2022-01-01,1,P,30-<36,185000,3.75,34400,P,360,0,,5,63.31,76.0,5,2,65-74,1813739,0,0
740,2022-01-01,1,P,20-<30,545000,2.875,10500,R,360,0,,5,62.16,218.0,5,1,25-34,3887366,0,0
751,2022-01-01,1,P,20-<30,175000,2.625,33700,R,180,0,,5,37.0,97.0,6,1,45-54,1405791,0,0
736,2022-01-01,1,P,47,665000,3.25,91300,P,360,0,,5,80.0,114.0,2,2,35-44,4778918,0,0
695,2022-01-01,1,P,42,195000,2.75,75000,R,180,0,,5,,127.0,5,1,45-54,1877996,0,0
723,2022-01-01,1,P,38,285000,2.99,92500,R,360,0,,5,66.86,146.0,5,1,55-64,1652481,0,0
661,2022-01-01,1,P,44,345000,3.75,76200,P,360,0,,5,96.5,72.0,6,1,25-34,2181650,0,0
769,2022-01-01,1,P,<20,315000,3.25,76000,P,360,0,,5,60.0,161.0,5,1,25-34,4251406,0,0
790,2022-01-01,1,P,44,375000,3.25,75000,P,360,0,,5,90.0,131.0,5,2,45-54,4207787,0,0
787,2022-01-01,1,P,<20,175000,2.75,33700,R,180,0,,5,43.137,264.0,5,1,45-54,31201,0,0
724,2022-01-01,1,P,30-<36,315000,2.99,10500,P,360,0,,5,80.0,231.0,5,2,45-54,1161541,0,0
726,2022-01-01,1,P,30-<36,255000,3.25,78100,P,360,0,,5,,64.0,5,2,25-34,331616,0,0
674,2022-01-01,1,P,30-<36,185000,3.375,34700,R,360,0,,5,53.623,51.0,6,1,55-64,31149,0,0
740,2022-01-01,1,P,30-<36,185000,2.99,78200,R,360,0,,5,38.0,58.0,5,1,>74,1987352,0,0
757,2022-01-01,1,P,38,135000,3.25,34400,R,360,0,,5,58.0,44.0,5,2,65-74,2496183,0,0
773,2022-01-01,1,P,20-<30,755000,3.25,94500,R,360,0,,5,31.915,361.0,5,1,45-54,2338742,0,0
722,2022-01-01,1,P,38,225000,2.999,34600,R,360,0,,5,68.308,44.0,3,2,>74,1184908,0,0
729,2022-03-01,1,P,38,225000,2.999,34600,R,360,0,,5,68.308,44.0,3,2,>74,1184908,0,0
810,2022-01-01,1,P,20-<30,765000,3.125,91300,P,360,0,,5,76.07,252.0,2,1,25-34,3927550,0,0
721,2022-01-01,1,P,20-<30,215000,3.25,33600,P,360,0,,5,95.0,76.0,6,2,25-34,3105598,0,0
789,2022-01-01,1,P,20-<30,315000,3.25,94500,R,360,0,,5,30.0,165.0,2,1,45-54,1056973,0,0
724,2022-01-01,1,P,20-<30,315000,3.25,94500,R,360,0,,5,30.0,165.0,2,1,45-54,1056973,0,0
704,2022-01-01,1,P,20-<30,485000,3.375,95600,R,360,0,,5,77.04,175.0,5,1,35-44,1880979,0,0
678,2022-01-01,1,P,30-<36,225000,3.25,76000,R,360,0,,5,62.857,90.0,6,1,55-64,216432,0,0
734,2022-01-01,1,P,30-<36,255000,3.99,78000,R,360,0,,5,59.117,126.0,5,1,35-44,3249744,0,0
730,2022-01-01,1,P,20-<30,565000,3.375,92500,P,360,0,,5,80.0,161.0,5,1,45-54,4199811,0,0
808,2022-01-01,1,P,20-<30,105000,2.625,75000,P,180,0,,5,28.986,75.0,5,2,55-64,3412325,0,0
738,2022-01-01,1,P,41,165000,3.75,77000,P,360,0,,5,80.0,32.0,6,1,25-34,4152019,0,0
702,2022-01-01,1,P,20-<30,495000,3.25,75000,P,360,0,,5,90.0,259.0,5,1,25-34,2181292,0,0
727,2022-01-01,1,P,30-<36,415000,3.25,10900,P,360,0,,5,90.0,112.0,5,1,55-64,1855528,0,0
784,2022-01-01,1,P,20-<30,385000,3.125,78600,P,360,0,,5,95.0,157.0,5,1,25-34,2156698,0,0
797,2022-01-01,1,P,20-<30,225000,2.5,33400,R,180,0,,5,26.0,151.0,6,1,65-74,1057262,0,0
786,2022-01-01,1,P,20-<30,275000,2.25,75000,R,180,0,,5,69.2,138.0,5,1,25-34,3712955,0,0
804,2022-01-01,1,P,20-<30,375000,3.0,75000,P,360,0,,5,69.68,198.0,5,1,25-34,4563198,0,0
710,2022-01-01,1,P,43,385000,3.25,10900,P,360,0,,5,90.0,125.0,5,1,45-54,1662323,0,0
732,2022-01-01,1,P,41,375000,3.125,34200,P,360,0,,5,97.0,101.0,6,1,35-44,2236656,0,0
702,2022-01-01,1,P,20-<30,395000,2.99,95600,R,360,0,,5,75.79,112.0,3,1,55-64,2171323,0,0
708,2022-01-01,1,P,30-<36,65000,3.25,33800,R,360,0,,5,26.906,82.0,5,1,45-54,4768039,0,0
729,2022-01-01,1,P,30-<36,445000,2.875,91300,R,360,0,,5,49.333,108.0,5,1,45-54,754762,0,0
804,2022-01-01,1,P,30-<36,115000,2.5,14600,R,180,0,,5,68.0,101.0,5,1,55-64,1063327,0,0
766,2022-01-01,1,P,39,465000,2.875,91700,R,360,0,,5,56.098,84.0,2,2,55-64,2869351,0,0
777,2022-01-01,1,P,20-<30,175000,2.625,75000,R,180,0,,5,61.036,124.0,2,1,55-64,4386453,0,0
792,2022-01-01,1,P,30-<36,135000,2.625,77300,R,180,0,,5,25.741,161.0,5,2,45-54,4389026,0,0
693,2022-01-01,1,P,36,125000,3.25,14200,P,360,0,,5,80.0,55.0,5,1,<25,1482771,0,0
702,2022-01-01,1,P,47,385000,3.25,33500,R,360,0,,5,87.189,188.0,6,1,45-54,1540729,0,0
727,2022-01-01,1,P,30-<36,205000,2.875,33500,R,360,0,,5,64.058,65.0,6,1,35-44,818198,0,0
792,2022-01-01,1,P,20-<30,245000,3.25,76000,R,360,0,,5,73.94,150.0,5,1,35-44,1661838,0,0
703,2022-02-01,1,P,20-<30,245000,3.25,76000,R,360,0,,5,73.94,150.0,5,1,35-44,1661838,0,0
682,2022-01-01,1,P,30-<36,165000,2.875,78200,R,360,0,,5,91.51,46.0,6,2,25-34,1831516,0,0
810,2022-01-01,1,P,30-<36,335000,2.75,94900,R,360,0,,5,50.62,84.0,5,1,55-64,430768,0,0
779,2022-01-01,1,P,30-<36,175000,3.25,32700,R,360,0,,5,76.147,67.0,5,2,45-54,1206190,0,0
776,2022-01-01,1,P,20-<30,525000,3.125,95600,R,360,0,,5,74.397,162.0,5,2,45-54,2697896,0,0
737,2022-01-01,1,P,20-<30,525000,3.125,95600,R,360,0,,5,74.397,162.0,5,2,45-54,2697896,0,0
692,2022-03-01,1,P,20-<30,525000,3.125,95600,R,360,0,,5,74.397,162.0,5,2,45-54,2697896,0,0
794,2022-01-01,1,P,39,255000,3.25,75000,R,360,0,,5,60.965,91.0,5,2,35-44,1849133,0,0
814,2022-01-01,1,P,20-<30,265000,2.5,78700,R,180,0,,5,53.56,155.0,5,1,35-44,4078616,0,0
690,2022-01-01,1,P,20-<30,245000,3.375,76000,R,360,0,,5,53.413,155.0,5,1,35-44,3361619,0,0
770,2022-01-01,1,P,30-<36,405000,3.125,91700,R,360,0,,5,75.0,80.0,5,2,45-54,1058578,0,0
722,2022-01-01,1,P,20-<30,535000,2.875,78700,P,360,0,,5,80.0,170.0,5,1,25-34,673286,0,0
786,2022-01-01,1,P,20-<30,325000,2.99,75000,P,360,0,,5,80.0,115.0,5,1,25-34,3828988,0,0
751,2022-01-01,1,P,30-<36,465000,3.25,95800,P,360,0,,5,95.0,100.0,5,1,55-64,3077160,0,0
792,2022-01-01,1,P,20-<30,215000,2.375,75000,R,180,0,,5,35.333,122.0,3,1,45-54,1697977,0,0
816,2022-01-01,1,P,20-<30,485000,2.875,92100,R,360,0,,5,56.471,132.0,2,2,65-74,1481116,0,0
720,2022-01-01,1,P,30-<36,315000,3.125,92500,R,360,0,,5,59.619,109.0,5,1,45-54,1657770,0,0
761,2022-01-01,1,P,30-<36,515000,2.75,11700,R,360,0,,5,87.521,147.0,6,2,35-44,1191437,0,0
753,2022-01-01,1,P,20-<30,195000,2.875,75000,R,360,0,,5,65.0,157.0,5,1,35-44,386241,0,0
717,2022-01-01,1,P,20-<30,245000,3.375,10500,R,360,0,,5,68.889,97.0,6,1,45-54,449334,0,0
625,2022-01-01,1,P,40,315000,2.99,92500,R,360,0,,5,63.55,71.0,2,1,>74,3414129,0,0
767,2022-01-01,1,P,45,355000,3.25,77300,R,360,0,,5,43.013,89.0,5,1,25-34,1656003,0,0
744,2022-01-01,1,P,20-<30,145000,2.75,76000,R,180,0,,5,61.25,89.0,5,2,65-74,1537356,0,0
697,2022-01-01,1,P,20-<30,675000,3.625,92000,P,360,0,,5,95.0,197.0,2,2,<25,2578327,0,0
673,2022-01-01,1,P,20-<30,115000,2.875,77500,R,180,0,,5,76.341,67.0,6,1,45-54,4393895,0,0
770,2022-01-01,1,P,20-<30,495000,3.375,33100,P,360,0,,5,89.091,160.0,5,1,35-44,2632847,0,0
796,2022-01-01,1,P,47,295000,3.375,33100,P,360,0,,5,95.0,80.0,6,1,35-44,1188096,0,0
630,2022-01-01,1,P,30-<36,295000,3.25,34200,R,360,0,,5,51.21,153.0,5,1,65-74,2923514,0,0
710,2022-01-01,1,P,30-<36,475000,3.125,11700,P,360,0,,5,95.0,120.0,5,1,25-34,3615117,0,0
792,2022-05-01,1,P,30-<36,475000,3.125,11700,P,360,0,,5,95.0,120.0,5,1,25-34,3615117,0,0
680,2022-01-01,1,P,30-<36,155000,3.625,75200,R,360,0,,5,56.416,46.0,6,1,45-54,3044004,0,0
693,2022-01-01,1,P,20-<30,425000,3.375,33300,P,360,0,,5,80.0,180.0,5,2,45-54,4376530,0,0
713,2022-01-01,1,P,43,175000,3.125,76100,R,360,0,,5,82.01,70.0,6,1,35-44,322954,0,0
673,2022-01-01,1,P,44,95000,3.75,76100,R,360,0,,5,35.669,42.0,3,2,45-54,1795328,0,0
691,2022-05-01,1,P,44,95000,3.75,76100,R,360,0,,5,35.669,42.0,3,2,45-54,1795328,0,0
660,2022-01-01,1,P,44,285000,3.25,32000,P,360,0,,5,90.0,87.0,5,1,35-44,4829038,0,0
694,2022-01-01,1,P,30-<36,325000,3.375,77500,P,360,0,,5,60.0,121.0,5,1,25-34,4378328,0,0
760,2022-01-01,1,P,49,295000,2.99,90200,R,360,0,,5,63.913,43.0,6,1,55-64,3068230,0,0
678,2022-01-01,1,P,20-<30,345000,2.99,92500,R,360,0,,5,61.0,182.0,3,2,65-74,1984290,0,0
667,2022-01-01,1,P,30-<36,95000,3.5,77000,R,360,0,,5,84.649,46.0,6,1,<25,2513571,0,0
774,2022-01-01,1,P,20-<30,155000,3.25,95700,P,360,0,,5,18.266,133.0,5,2,45-54,4121021,0,0
709,2022-01-01,1,P,30-<36,285000,2.75,14000,R,240,0,,5,65.904,111.0,5,1,65-74,1161144,0,0
804,2022-01-01,1,P,20-<30,235000,3.375,33800,P,360,0,,5,95.0,155.0,5,2,35-44,4769561,0,0
769,2022-01-01,1,P,20-<30,415000,2.875,92800,R,360,0,,5,41.535,261.0,2,1,45-54,1658834,0,0
758,2022-01-01,1,P,20-<30,235000,2.99,77300,R,360,0,,5,79.89,262.0,5,1,25-34,2292157,0,0
751,2022-01-01,1,P,20-<30,295000,2.99,94500,R,360,0,,5,49.16,137.0,5,2,55-64,1999291,0,0
767,2022-03-01,1,P,20-<30,295000,2.99,94500,R,360,0,,5,49.16,137.0,5,2,55-64,1999291,0,0
646,2022-01-01,1,P,30-<36,205000,3.875,93200,R,360,0,,5,65.368,72.0,6,1,25-34,2310936,0,0
755,2022-01-01,1,P,20-<30,195000,3.5,32000,R,360,0,,5,52.432,86.0,5,2,45-54,3740612,0,0
789,2022-01-01,1,P,20-<30,215000,2.75,34600,P,360,0,,5,87.9,66.0,6,1,25-34,1912233,0,0
728,2022-01-01,1,P,20-<30,195000,3.125,77500,R,360,0,,5,54.254,160.0,6,1,35-44,3695032,0,0
793,2022-01-01,1,P,41,475000,3.0,95600,R,360,0,,5,70.0,162.0,5,1,55-64,1753281,0,0
764,2022-01-01,1,P,20-<30,445000,2.75,91300,R,360,0,,5,73.67,179.0,6,1,35-44,3883511,0,0
779,2022-01-01,1,P,20-<30,495000,2.875,90500,R,360,0,,5,33.0,250.0,2,2,>74,2289192,0,0
783,2022-05-01,1,P,20-<30,495000,2.875,90500,R,360,0,,5,33.0,250.0,2,2,>74,2289192,0,0
705,2022-01-01,1,P,30-<36,515000,3.0,95700,R,360,0,,5,75.0,95.0,2,2,35-44,1481723,0,0
761,2022-01-01,1,P,30-<36,435000,3.125,11900,R,360,0,,5,63.0,151.0,5,1,35-44,1056679,0,0
729,2022-01-01,1,P,47,545000,2.875,11500,P,360,0,,5,87.212,102.0,2,1,55-64,3594817,0,0
636,2022-01-01,1,P,30-<36,225000,3.75,33500,R,360,0,,5,51.0,64.0,5,1,65-74,1884284,0,0
684,2022-01-01,1,P,20-<30,405000,2.875,94500,R,360,0,,5,51.0,210.0,3,1,45-54,1558202,0,0
824,2022-01-01,1,P,30-<36,115000,2.75,14600,R,180,0,,5,61.202,82.0,5,1,>74,2419771,0,0
710,2022-01-01,1,P,43,675000,3.125,90600,P,360,0,,5,80.0,123.0,5,1,45-54,2497233,0,0
733,2022-01-01,1,P,20-<30,325000,3.125,33600,R,360,0,,5,62.27,117.0,5,2,25-34,4464155,0,0
802,2022-01-01,1,P,36,135000,3.375,78200,R,360,0,,5,66.65,67.0,5,1,25-34,4569748,0,0
720,2022-01-01,1,P,20-<30,105000,3.25,75800,P,360,0,,5,40.0,65.0,5,2,55-64,1751539,0,0
695,2022-01-01,1,P,30-<36,465000,3.25,75000,P,360,0,,5,75.0,198.0,2,2,25-34,1755113,0,0
740,2022-01-01,1,P,20-<30,385000,3.25,77000,R,360,0,,5,61.0,145.0,5,1,35-44,1065673,0,0
798,2022-01-01,1,P,20-<30,105000,2.75,77400,R,180,0,,5,58.743,85.0,5,1,45-54,4380904,0,0
666,2022-01-01,1,P,30-<36,365000,3.625,34200,P,360,0,,5,95.0,143.0,5,1,25-34,2517167,0,0
754,2022-01-01,1,P,20-<30,235000,3.375,75000,P,360,0,,5,75.0,118.0,6,1,25-34,3043537,0,0
811,2022-02-01,1,P,20-<30,235000,3.375,75000,P,360,0,,5,75.0,118.0,6,1,25-34,3043537,0,0
776,2022-01-01,1,P,20-<30,325000,3.25,77500,P,360,0,,5,80.0,185.0,5,1,25-34,3695018,0,0
775,2022-02-01,1,P,20-<30,325000,3.25,77500,P,360,0,,5,80.0,185.0,5,1,25-34,3695018,0,0
801,2022-01-01,1,P,30-<36,195000,3.125,77000,P,360,0,,5,54.286,64.0,5,2,55-64,1425040,0,0
681,2022-01-01,1,P,30-<36,295000,3.5,76000,P,360,0,,5,95.0,75.0,5,1,25-34,3526831,0,0
769,2022-01-01,1,P,30-<36,475000,3.25,75000,P,360,0,,5,94.0,129.0,5,1,25-34,2075913,0,0
685,2022-01-01,1,P,39,495000,3.25,92200,P,360,0,,5,74.242,102.0,5,1,65-74,2487081,0,0
671,2022-01-01,1,P,44,425000,3.375,11700,P,360,1,2022-04-01,5,80.0,94.0,2,1,45-54,1857487,1,1
717,2022-01-01,1,P,20-<30,385000,2.875,76000,P,360,0,,5,100.0,126.0,5,1,25-34,3870887,0,0
622,2022-01-01,1,P,44,145000,3.5,33100,R,360,0,,5,68.14,62.0,6,2,45-54,3749519,0,0
753,2022-01-01,1,P,49,115000,3.125,32800,R,360,0,,5,53.196,20.0,6,1,35-44,1183656,0,0
803,2022-01-01,1,P,20-<30,205000,3.125,33100,R,360,0,,5,83.062,69.0,6,2,45-54,3679700,0,0
820,2022-01-01,1,P,20-<30,305000,2.875,93000,R,360,0,,5,62.0,104.0,5,2,25-34,2030777,0,0
794,2022-01-01,1,P,20-<30,355000,3.375,33900,P,360,0,,5,95.0,100.0,6,2,25-34,2657137,0,0
795,2022-01-01,1,P,39,255000,3.875,77300,P,360,0,,5,80.0,101.0,5,2,25-34,3835153,0,0
716,2022-01-01,1,P,<20,265000,3.5,92500,R,360,0,,5,42.02,148.0,5,1,55-64,1593463,0,0
798,2022-01-01,1,P,30-<36,275000,2.99,91300,R,360,0,,5,33.0,123.0,5,1,35-44,1013442,0,0
789,2022-01-01,1,P,20-<30,255000,3.25,76000,P,360,0,,5,93.0,91.0,5,1,25-34,1592935,0,0
671,2022-01-01,1,P,43,495000,3.75,11000,P,360,0,,5,54.645,99.0,5,1,35-44,4691687,0,0
714,2022-01-01,1,P,41,475000,3.5,92000,P,360,0,,5,95.0,130.0,2,1,25-34,2515026,0,0
749,2022-01-01,1,P,45,315000,3.5,95300,R,360,0,,5,73.023,59.0,6,1,35-44,2491229,0,0
699,2022-01-01,1,P,30-<36,545000,3.125,91300,R,360,0,,5,58.621,166.0,5,1,35-44,2262052,0,0
754,2022-01-01,1,P,20-<30,255000,3.25,33800,R,360,0,,5,100.0,61.0,6,2,55-64,1540861,0,0
773,2022-01-01,1,P,46,265000,3.5,34600,P,360,0,,5,96.5,62.0,5,1,<25,795279,0,0
795,2022-01-01,1,P,30-<36,425000,3.375,34700,P,360,0,,5,83.333,92.0,6,2,45-54,1240257,0,0
769,2022-01-01,1,P,30-<36,515000,2.875,33100,P,360,0,,5,80.0,190.0,3,1,45-54,4826647,0,0
684,2022-01-01,1,P,30-<36,395000,3.375,11700,P,360,0,,5,49.875,182.0,5,2,35-44,2872284,0,0
744,2022-01-01,1,P,30-<36,175000,3.375,78400,R,360,0,,5,82.336,73.0,6,1,55-64,2915600,0,0
671,2022-01-01,1,P,30-<36,235000,3.0,76100,P,360,0,,5,100.0,76.0,5,1,25-34,4571033,0,0
786,2022-01-01,1,P,38,145000,2.875,33900,R,360,0,,5,62.815,56.0,6,2,45-54,4827582,0,0
662,2022-01-01,1,P,30-<36,185000,3.5,34700,R,360,0,,5,69.656,42.0,6,1,35-44,2705231,0,0
756,2022-01-01,1,P,46,545000,3.25,11700,P,360,0,,5,95.0,124.0,5,1,55-64,901506,0,0
620,2022-01-01,1,P,43,175000,3.625,34200,R,360,0,,5,,94.0,5,2,35-44,1879796,0,0
812,2022-01-01,1,P,30-<36,145000,2.625,76100,R,180,0,,5,47.5,86.0,5,2,65-74,2328819,0,0
765,2022-01-01,1,P,20-<30,345000,3.375,32700,P,360,0,,5,90.0,168.0,5,2,45-54,2925736,0,0
682,2022-01-01,1,P,20-<30,275000,3.875,75100,P,360,0,,5,87.453,148.0,5,2,25-34,4620014,0,0
683,2022-01-01,1,P,42,375000,3.625,33900,P,360,0,,5,95.0,98.0,6,2,45-54,3081573,0,0
758,2022-01-01,1,P,30-<36,195000,3.25,33800,P,360,0,,5,101.5,51.0,6,2,35-44,2652895,0,0
710,2022-01-01,1,P,44,345000,3.375,33700,R,360,0,,5,66.029,105.0,5,1,55-64,4619503,0,0
702,2022-01-01,1,P,30-<36,115000,2.75,32200,R,180,0,,5,48.085,98.0,1,1,55-64,3746031,0,0
675,2022-01-01,1,P,30-<36,235000,3.875,92200,R,360,0,,5,66.19,126.0,6,1,25-34,1459965,0,0
815,2022-01-01,1,P,20-<30,135000,3.125,13200,P,360,0,,5,96.5,80.0,5,2,45-54,645500,0,0
794,2022-01-01,1,P,20-<30,285000,3.25,95300,P,360,0,,5,75.0,75.0,6,1,65-74,882404,0,0
767,2022-01-01,1,P,41,225000,3.5,10500,P,360,0,,5,109.002,56.0,6,2,25-34,2414380,0,0
730,2022-01-01,1,P,20-<30,385000,3.0,78200,P,360,0,,5,88.29,134.0,5,1,35-44,3146301,0,0
727,2022-01-01,1,P,20-<30,305000,2.99,75000,R,360,0,,5,69.091,119.0,6,1,45-54,213625,0,0
801,2022-01-01,1,P,20-<30,465000,3.25,94500,R,360,0,,5,58.0,199.0,5,1,35-44,881401,0,0
803,2022-01-01,1,P,42,715000,3.5,94500,P,360,0,,5,76.409,151.0,2,2,55-64,4404899,0,0
707,2022-01-01,1,P,20-<30,125000,3.25,75700,P,360,0,,5,80.0,42.0,5,1,25-34,378826,0,0
770,2022-01-01,1,P,36,465000,2.875,93000,R,360,0,,5,65.377,98.0,5,2,45-54,3068509,0,0
722,2022-01-01,1,P,37,185000,3.375,76500,R,360,0,,5,64.246,64.0,5,2,35-44,2360881,0,0
704,2022-01-01,1,P,30-<36,425000,3.25,10900,R,360,0,,5,95.0,206.0,3,2,>74,288667,0,0
691,2022-01-01,1,P,37,325000,3.5,95900,R,360,0,,5,54.0,119.0,5,1,65-74,2076265,0,0
753,2022-01-01,1,P,20-<30,545000,2.75,95700,R,360,0,,5,69.409,200.0,5,1,45-54,854720,0,0
755,2022-01-01,1,P,40,275000,3.125,33900,P,360,0,,5,80.0,65.0,5,1,25-34,1651158,0,0
631,2022-01-01,1,P,30-<36,325000,3.25,75000,R,360,0,,5,79.34,149.0,6,1,55-64,1569219,0,0
795,2022-01-01,1,P,30-<36,165000,3.125,34200,R,360,0,,5,64.516,35.0,5,1,<25,1138059,0,0
653,2022-01-01,1,P,20-<30,275000,3.625,32800,P,360,0,,5,85.0,100.0,5,1,<25,3468945,0,0
698,2022-01-01,1,P,30-<36,335000,3.625,34200,P,360,0,,5,95.0,125.0,5,1,35-44,4832287,0,0
681,2022-01-01,1,P,30-<36,185000,3.875,34700,P,360,0,,5,54.058,42.0,5,1,35-44,1224488,0,0
691,2022-01-01,1,P,20-<30,235000,3.25,93600,R,360,0,,5,62.29,68.0,6,1,35-44,132896,0,0
758,2022-01-01,1,P,30-<36,285000,3.5,76000,P,360,0,,5,70.0,78.0,2,1,35-44,1744475,0,0
656,2022-02-01,1,P,30-<36,285000,3.5,76000,P,360,0,,5,70.0,78.0,2,1,35-44,1744475,0,0
691,2022-01-01,1,P,43,235000,3.375,95600,R,360,0,,5,71.818,49.0,5,2,55-64,3463203,0,0
716,2022-01-01,1,P,49,115000,2.75,33500,R,360,0,,5,66.111,49.0,3,1,35-44,216182,0,0
796,2022-01-01,1,I,30-<36,275000,4.375,75000,P,360,0,,5,74.798,360.0,5,1,55-64,2409807,0,0
674,2022-01-01,1,P,30-<36,155000,3.125,32200,R,360,0,,5,69.5,54.0,5,1,25-34,753781,0,0
663,2022-01-01,1,P,30-<36,175000,3.125,34700,R,360,0,,5,59.74,86.0,5,1,55-64,883688,0,0
797,2022-01-01,1,P,42,165000,2.625,33900,P,360,0,,5,80.0,35.0,3,2,25-34,1910254,0,0
728,2022-01-01,1,P,38,205000,3.25,32000,P,360,0,,5,60.606,52.0,5,2,>74,3382517,0,0
631,2022-01-01,1,P,20-<30,255000,3.5,32900,P,360,0,,5,95.0,98.0,5,2,35-44,2490342,0,0
714,2022-03-01,1,P,20-<30,255000,3.5,32900,P,360,0,,5,95.0,98.0,5,2,35-44,2490342,0,0
773,2022-01-01,1,P,20-<30,255000,2.375,91700,R,180,0,,5,36.429,100.0,6,1,55-64,1227509,0,0
783,2022-04-01,1,P,20-<30,255000,2.375,91700,R,180,0,,5,36.429,100.0,6,1,55-64,1227509,0,0
791,2022-01-01,1,P,<20,175000,2.5,12100,R,180,0,,5,49.714,165.0,5,1,45-54,4515758,0,0
682,2022-01-01,1,P,20-<30,275000,3.25,77300,P,360,0,,5,98.21,94.0,5,1,35-44,1565010,0,0
796,2022-01-01,1,I,44,115000,3.625,77500,R,360,0,,5,80.0,122.0,5,1,65-74,129901,0,0
711,2022-01-01,1,P,20-<30,295000,2.75,78200,R,360,0,,5,70.588,110.0,5,1,35-44,3109548,0,0
715,2022-01-01,1,P,44,285000,3.625,93700,P,360,0,,5,97.0,61.0,5,2,55-64,4374637,0,0
720,2022-01-01,1,P,20-<30,405000,3.375,76000,P,360,0,,5,95.0,154.0,6,1,55-64,3368413,0,0
756,2022-02-01,1,P,20-<30,405000,3.375,76000,P,360,0,,5,95.0,154.0,6,1,55-64,3368413,0,0
688,2022-01-01,1,P,42,255000,3.25,12500,R,360,0,,5,73.43,120.0,3,2,25-34,4464786,0,0
775,2022-01-01,1,P,20-<30,225000,3.375,78700,R,360,0,,5,53.947,134.0,6,2,25-34,4519289,0,0
724,2022-02-01,1,P,20-<30,225000,3.375,78700,R,360,0,,5,53.947,134.0,6,2,25-34,4519289,0,0
706,2022-01-01,1,P,30-<36,335000,3.625,33700,R,360,0,,5,67.0,150.0,5,2,35-44,2718414,0,0
791,2022-04-01,1,P,30-<36,335000,3.625,33700,R,360,0,,5,67.0,150.0,5,2,35-44,2718414,0,0
660,2022-01-01,1,P,30-<36,475000,3.75,94500,R,360,0,,5,47.739,103.0,6,2,55-64,3792242,0,0
789,2022-01-01,1,P,30-<36,425000,2.99,77000,P,360,0,,5,95.0,190.0,2,2,35-44,3110027,0,0
779,2022-01-01,1,P,20-<30,215000,3.25,77300,R,360,0,,5,63.822,86.0,3,2,65-74,2286749,0,0
770,2022-01-01,1,P,20-<30,205000,2.875,75000,R,360,0,,5,69.863,100.0,5,2,25-34,2704571,0,0
803,2022-01-01,1,P,39,435000,3.375,10300,R,360,0,,5,38.0,96.0,5,2,25-34,1755035,0,0
810,2022-01-01,1,P,30-<36,475000,2.99,92000,R,360,0,,5,72.26,122.0,5,1,45-54,1984775,0,0
