credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year,six_month_interval_label
754,2020-03-01,1,P,20-<30,225000,3.875,33500,R,360,0,,85.83,98.0,5,2,35-44,5410862,0,0,1
797,2020-03-01,1,P,20-<30,165000,4.125,77000,P,360,0,,99.75,53.0,3,2,45-54,3790193,0,0,1
784,2020-03-01,1,P,20-<30,115000,3.875,14000,R,360,0,,46.0,196.0,5,1,65-74,2784599,0,0,1
766,2020-03-01,1,P,44,375000,3.25,90600,R,360,0,,87.126,81.0,2,2,65-74,7374052,0,0,1
715,2020-03-01,1,P,20-<30,205000,3.75,33400,R,360,0,,43.48,158.0,3,2,55-64,4868233,0,0,1
768,2020-03-01,1,P,41,425000,3.875,75200,P,360,0,,80.0,140.0,6,1,35-44,4781581,0,0,1
698,2020-03-01,1,P,38,155000,3.75,75000,R,360,0,,48.876,48.0,5,2,>74,3899046,0,0,1
784,2020-03-01,1,P,41,215000,3.625,76100,R,360,0,,85.0,118.0,5,1,45-54,23827,0,0,1
787,2020-03-01,1,P,46,175000,3.375,75000,P,360,0,,96.5,32.0,6,2,<25,1212098,0,0,1
739,2020-03-01,1,P,20-<30,195000,4.0,77400,P,360,0,,99.75,70.0,3,2,25-34,3884634,0,0,1
755,2020-03-01,1,P,30-<36,335000,3.875,77000,P,360,0,,95.0,130.0,3,2,25-34,7633567,0,0,1
731,2020-03-01,1,P,30-<36,235000,3.875,91300,R,360,0,,69.985,62.0,5,1,25-34,649687,0,0,1
774,2020-03-01,1,P,30-<36,435000,3.5,34700,P,360,0,,80.0,140.0,5,1,55-64,2473170,0,0,1
794,2020-03-01,1,P,40,315000,3.5,91300,P,360,0,,95.0,225.0,5,1,55-64,7385135,0,0,1
686,2020-03-01,1,P,42,255000,3.75,92300,R,360,0,,71.93,65.0,6,2,35-44,6014760,0,0,1
725,2020-03-01,1,I,45,135000,4.125,75100,P,360,0,,80.0,140.0,5,2,35-44,7640089,0,0,1
754,2020-03-01,1,P,49,165000,3.99,32900,P,360,0,,80.0,133.0,5,2,25-34,3252708,0,0,1
685,2020-03-01,1,P,39,385000,4.5,33400,P,360,0,,100.0,102.0,5,1,45-54,3574924,0,0,1
718,2020-03-01,1,P,20-<30,95000,3.875,14500,P,360,0,,80.0,144.0,5,1,55-64,1000984,0,0,1
766,2020-03-01,1,P,20-<30,95000,3.875,14400,P,360,0,,80.0,144.0,5,1,55-64,1000984,0,0,1
799,2020-03-01,1,P,36,435000,3.625,92600,P,360,0,,95.0,167.0,5,2,35-44,2346198,0,0,1
780,2020-03-01,1,P,20-<30,355000,4.5,94500,R,360,0,,72.0,126.0,5,1,>74,6598157,0,0,1
813,2020-03-01,1,P,20-<30,135000,3.875,34600,P,360,0,,80.0,57.0,5,1,45-54,7050162,0,0,1
746,2020-03-01,1,P,30-<36,385000,3.75,94500,R,360,0,,72.571,82.0,6,1,35-44,6545764,0,0,1
805,2020-03-01,1,P,30-<36,505000,3.0,94500,R,180,0,,40.0,244.0,2,1,45-54,4643305,0,0,1
762,2020-03-01,1,P,20-<30,465000,3.5,91700,R,360,0,,65.0,155.0,6,1,35-44,5319518,0,0,1
758,2020-03-01,1,P,47,155000,3.25,75000,P,360,0,,80.0,144.0,5,2,55-64,6248964,0,0,1
689,2020-03-01,1,P,39,375000,4.25,75000,P,360,0,,95.0,177.0,3,2,45-54,5245170,0,0,1
792,2020-03-01,1,P,49,185000,3.75,77500,P,360,0,,93.333,65.0,6,2,45-54,6429867,0,0,1
781,2020-03-01,1,P,42,195000,3.75,14400,P,360,0,,96.5,73.0,3,1,35-44,3538719,0,0,1
715,2020-04-01,1,P,30-<36,495000,3.75,95100,R,360,0,,78.254,173.0,2,2,35-44,3946801,0,0,1
743,2020-03-01,1,P,30-<36,335000,3.625,78000,P,360,0,,97.0,184.0,5,1,35-44,7634409,0,0,1
754,2020-03-01,1,I,30-<36,125000,3.75,76000,P,360,0,,62.5,71.0,5,2,45-54,4088141,0,0,1
810,2020-03-01,1,P,20-<30,295000,3.75,33400,P,360,0,,95.0,103.0,5,2,45-54,1060392,0,0,1
774,2020-03-01,1,P,30-<36,225000,3.75,95300,R,360,0,,,99.0,5,2,35-44,1616353,0,0,1
698,2020-03-01,1,P,30-<36,175000,3.875,78700,R,360,0,,75.275,48.0,5,1,25-34,5482604,0,0,1
696,2020-03-01,1,P,30-<36,285000,3.99,11700,R,360,0,,80.0,282.0,5,1,45-54,3517698,0,0,1
809,2020-03-01,1,P,20-<30,475000,3.75,11700,R,360,0,,74.53,249.0,5,2,45-54,2156096,0,0,1
809,2020-03-01,1,P,45,135000,3.625,79600,P,360,0,,100.43,50.0,5,2,25-34,5849212,0,0,1
773,2020-03-01,1,P,30-<36,345000,3.75,78200,P,360,1,2020-06-01,90.0,115.0,6,2,45-54,7619490,1,1,1
790,2020-03-01,1,P,49,225000,3.875,34600,P,360,0,,95.0,107.0,5,1,35-44,7054586,0,0,1
745,2020-03-01,1,P,30-<36,235000,3.99,77300,P,360,0,,95.0,96.0,6,2,35-44,7633446,0,0,1
690,2020-04-01,1,P,30-<36,235000,3.99,77300,P,360,0,,95.0,96.0,6,2,35-44,7633446,0,0,1
738,2020-03-01,1,P,49,205000,4.25,32200,P,360,1,2020-07-01,96.455,58.0,3,2,45-54,6134280,1,1,1
729,2020-03-01,1,P,30-<36,365000,3.75,77000,P,360,0,,90.0,110.0,3,2,<25,7634008,0,0,1
709,2020-03-01,1,P,30-<36,355000,3.75,95300,R,360,0,,71.0,253.0,5,1,35-44,2301656,0,0,1
706,2020-03-01,1,P,39,195000,3.0,76000,R,180,1,2021-05-01,36.341,100.0,5,2,45-54,3897688,0,0,1
720,2020-03-01,1,P,30-<36,205000,3.99,75000,R,360,1,2020-07-01,97.75,75.0,5,2,25-34,6357819,1,1,1
782,2020-03-01,1,P,42,325000,3.75,33500,P,360,0,,96.5,104.0,3,1,35-44,1500026,0,0,1
800,2020-03-01,1,P,45,225000,3.99,76000,P,360,0,,95.0,65.0,5,1,25-34,7079402,0,0,1
776,2020-03-01,1,P,20-<30,355000,3.875,75000,P,360,0,,95.0,125.0,5,1,25-34,5897716,0,0,1
758,2020-03-01,1,P,42,185000,3.5,32900,P,360,0,,80.0,49.0,5,1,35-44,3230005,0,0,1
706,2020-03-01,1,P,30-<36,255000,3.875,33500,P,360,0,,69.12,126.0,5,1,25-34,7865477,0,0,1
811,2020-03-01,1,P,20-<30,315000,3.375,93600,R,360,0,,69.13,112.0,6,2,45-54,5437763,0,0,1
760,2020-03-01,1,P,43,365000,3.25,92100,P,360,0,,80.0,97.0,2,1,25-34,5856905,0,0,1
758,2020-03-01,1,P,30-<36,165000,3.75,76200,R,360,0,,,93.0,5,2,45-54,1616348,0,0,1
770,2020-03-01,1,P,40,375000,3.625,78600,P,360,0,,92.0,154.0,5,2,25-34,4793608,0,0,1
743,2020-03-01,1,P,30-<36,165000,3.875,92500,R,360,0,,31.28,82.0,5,2,>74,1824999,0,0,1
780,2020-03-01,1,P,30-<36,285000,3.75,76100,P,360,0,,99.079,75.0,6,2,25-34,1538871,0,0,1
779,2020-03-01,1,P,20-<30,75000,4.25,34600,P,240,0,,70.82,109.0,5,1,35-44,3134727,0,0,1
762,2020-03-01,1,P,42,295000,3.875,75000,R,360,0,,79.12,94.0,5,1,35-44,231037,0,0,1
751,2020-03-01,1,P,40,365000,3.75,75000,P,360,0,,96.5,138.0,3,1,35-44,7637091,0,0,1
762,2020-03-01,1,P,42,255000,3.75,75000,R,360,1,2020-06-01,67.0,66.0,5,2,35-44,5103554,1,1,1
779,2020-03-01,1,P,30-<36,475000,3.75,75000,P,360,0,,95.0,217.0,5,1,55-64,5375918,0,0,1
718,2020-03-01,1,P,30-<36,325000,3.75,92500,R,360,0,,84.459,80.0,6,2,25-34,3997121,0,0,1
677,2020-03-01,1,P,48,375000,3.625,78600,P,360,0,,,150.0,5,1,45-54,356464,0,0,1
787,2020-03-01,1,P,38,205000,3.75,78600,P,360,0,,95.0,52.0,6,1,45-54,7080620,0,0,1
708,2020-03-01,1,P,38,315000,3.875,95600,R,360,1,2020-06-01,79.98,108.0,5,2,25-34,6548830,1,1,1
674,2020-03-01,1,P,30-<36,165000,3.25,77300,R,180,0,,56.51,96.0,5,1,45-54,8031276,0,0,1
725,2020-03-01,1,P,30-<36,355000,3.75,92100,R,360,0,,36.113,272.0,5,1,55-64,4536807,0,0,1
754,2020-03-01,1,P,37,135000,3.75,14000,P,360,0,,95.0,132.0,5,1,25-34,7001241,0,0,1
777,2020-05-01,1,P,30-<36,225000,3.0,33300,R,180,0,,62.0,163.0,5,1,25-34,4373394,0,0,1
747,2020-03-01,1,P,45,565000,3.375,90800,P,360,0,,95.0,115.0,5,1,25-34,7291036,0,0,1
675,2020-03-01,1,P,46,115000,3.875,34900,R,360,0,,64.971,31.0,5,2,45-54,7953767,0,0,1
796,2020-03-01,1,P,30-<36,365000,3.375,92600,R,360,0,,47.19,113.0,5,1,>74,4042745,0,0,1
773,2020-05-01,1,P,30-<36,365000,3.375,92600,R,360,0,,47.19,113.0,5,1,>74,4042745,0,0,1
767,2020-03-01,1,P,20-<30,455000,3.625,94500,R,360,0,,70.0,216.0,5,1,35-44,3292169,0,0,1
773,2020-05-01,1,P,20-<30,455000,3.625,94500,R,360,0,,70.0,216.0,5,1,35-44,3292169,0,0,1
756,2020-03-01,1,P,20-<30,565000,3.5,94500,R,360,0,,81.343,253.0,5,1,45-54,1376852,0,0,1
775,2020-03-01,1,P,<20,385000,3.25,92600,R,360,0,,53.103,386.0,6,2,35-44,6798006,0,0,1
652,2020-03-01,1,P,20-<30,95000,3.5,93300,R,360,0,,16.0,276.0,5,1,45-54,2533812,0,0,1
685,2020-03-01,1,P,44,285000,3.875,32700,P,360,1,2020-07-01,95.0,51.0,5,2,25-34,3675679,1,1,1
813,2020-03-01,1,P,20-<30,175000,3.75,76500,P,360,0,,100.0,74.0,6,1,25-34,6253572,0,0,1
756,2020-03-01,1,P,30-<36,225000,3.99,34700,P,360,0,,80.0,72.0,2,1,45-54,1996404,0,0,1
682,2020-03-01,1,I,30-<36,95000,4.875,33900,P,360,0,,80.0,97.0,6,1,25-34,3713932,0,0,1
743,2020-03-01,1,P,20-<30,325000,3.75,75100,R,360,0,,74.32,158.0,6,2,55-64,6108708,0,0,1
779,2020-03-01,1,P,30-<36,445000,3.75,76000,P,360,0,,90.0,126.0,5,2,55-64,1478844,0,0,1
727,2020-03-01,1,P,41,345000,4.0,75000,R,360,0,,80.0,239.0,6,1,45-54,4331980,0,0,1
742,2020-03-01,1,P,30-<36,205000,3.875,78600,P,360,0,,28.57,116.0,5,1,55-64,6311485,0,0,1
788,2020-03-01,1,P,30-<36,205000,3.875,78600,P,360,0,,28.57,116.0,5,1,55-64,6311485,0,0,1
741,2020-03-01,1,P,49,205000,3.5,33100,R,360,0,,78.925,39.0,6,1,45-54,1744681,0,0,1
698,2020-03-01,1,P,30-<36,55000,3.875,79300,P,360,0,,106.058,35.0,6,1,<25,3477282,0,0,1
682,2020-03-01,1,P,30-<36,125000,3.875,76100,R,360,0,,62.188,60.0,5,2,55-64,3899013,0,0,1
749,2020-03-01,1,P,20-<30,165000,3.5,93600,R,180,0,,79.85,185.0,5,1,35-44,8018274,0,0,1
728,2020-03-01,1,P,42,85000,3.75,76000,P,360,0,,96.5,28.0,5,2,25-34,3727833,0,0,1
790,2020-03-01,1,P,42,375000,3.625,11500,P,360,0,,96.5,163.0,6,2,45-54,7134419,0,0,1
763,2020-03-01,1,P,39,225000,3.875,14100,P,360,0,,89.99,70.0,5,1,35-44,8104295,0,0,1
820,2020-03-01,1,P,30-<36,225000,3.75,34100,P,360,0,,90.0,127.0,5,2,65-74,6885697,0,0,1
756,2020-03-01,1,P,44,265000,3.75,78600,P,360,0,,101.409,66.0,6,1,45-54,6134055,0,0,1
812,2020-03-01,1,P,20-<30,135000,3.875,75000,P,360,0,,80.0,177.0,5,2,25-34,3476888,0,0,1
704,2020-04-01,1,P,20-<30,135000,3.875,75000,P,360,0,,80.0,177.0,5,2,25-34,3476888,0,0,1
786,2020-03-01,1,P,37,225000,3.75,34100,P,360,0,,90.0,154.0,3,2,55-64,3392940,0,0,1
777,2020-03-01,1,P,49,265000,3.5,33400,P,360,1,2020-08-01,97.0,59.0,6,2,35-44,7612385,1,1,1
727,2020-03-01,1,P,30-<36,215000,3.5,78700,R,360,0,,62.426,113.0,5,2,35-44,1897984,0,0,1
753,2020-03-01,1,P,20-<30,495000,3.5,90800,R,360,0,,68.75,185.0,5,1,35-44,1885044,0,0,1
783,2020-03-01,1,P,41,595000,3.5,92100,R,360,0,,80.0,119.0,5,2,45-54,3249012,0,0,1
776,2020-03-01,1,P,44,225000,3.75,32700,P,360,0,,96.5,46.0,3,1,45-54,1329074,0,0,1
795,2020-03-01,1,P,30-<36,675000,3.5,91100,P,360,0,,70.0,140.0,5,1,25-34,1822437,0,0,1
727,2020-03-01,1,P,39,275000,3.875,76000,P,360,0,,101.01,107.0,5,1,25-34,5253540,0,0,1
719,2020-03-01,1,P,20-<30,485000,4.125,94500,P,360,1,2020-06-01,95.0,221.0,5,2,55-64,2103693,1,1,1
801,2020-03-01,1,P,42,285000,3.875,77500,P,360,0,,100.0,80.0,5,1,25-34,2306403,0,0,1
789,2020-03-01,1,P,30-<36,325000,3.75,78600,P,360,0,,96.5,86.0,5,1,25-34,3768414,0,0,1
755,2020-03-01,1,P,48,105000,3.75,33400,P,360,0,,,45.0,5,1,65-74,7751293,0,0,1
728,2020-03-01,1,P,20-<30,145000,3.0,75000,R,180,0,,51.491,112.0,5,2,55-64,3585745,0,0,1
791,2020-03-01,1,P,46,375000,3.99,33100,P,360,0,,96.5,81.0,6,2,25-34,6493088,0,0,1
764,2020-03-01,1,I,30-<36,205000,4.375,92500,R,360,0,,51.25,225.0,6,1,45-54,8051131,0,0,1
710,2020-03-01,1,P,20-<30,355000,3.5,90600,R,360,0,,80.0,99.0,5,2,45-54,413477,0,0,1
796,2020-03-01,1,P,20-<30,195000,3.5,33500,P,360,0,,80.0,80.0,5,2,25-34,1502533,0,0,1
756,2020-03-01,1,P,42,255000,3.625,95200,R,360,0,,74.412,127.0,6,1,35-44,3473594,0,0,1
764,2020-03-01,1,P,20-<30,385000,3.5,95300,R,360,0,,64.973,167.0,2,1,45-54,3974054,0,0,1
742,2020-03-01,1,P,44,515000,3.625,10500,P,360,0,,80.0,150.0,5,1,45-54,3663332,0,0,1
791,2020-03-01,1,P,38,195000,4.125,76500,P,360,0,,80.0,99.0,5,1,55-64,5513130,0,0,1
664,2020-03-01,1,P,44,265000,3.625,75000,R,360,0,,73.55,119.0,5,2,25-34,5895485,0,0,1
768,2020-03-01,1,P,39,375000,3.75,92800,R,360,0,,87.057,123.0,2,1,35-44,7661019,0,0,1
717,2020-03-01,1,P,30-<36,545000,3.875,91300,R,360,0,,77.766,168.0,6,1,55-64,649994,0,0,1
764,2020-03-01,1,P,20-<30,355000,3.75,75000,R,360,0,,76.13,165.0,5,1,45-54,6000945,0,0,1
779,2020-03-01,1,P,20-<30,145000,3.75,78000,P,360,0,,95.0,104.0,5,2,35-44,7631539,0,0,1
774,2020-03-01,1,P,36,495000,3.375,92300,P,360,0,,70.0,9.0,2,1,55-64,938183,0,0,1
792,2020-03-01,1,P,20-<30,505000,3.625,91400,R,360,0,,86.811,170.0,2,1,35-44,762101,0,0,1
793,2020-03-01,1,P,20-<30,215000,3.875,76000,P,360,0,,80.0,156.0,5,1,25-34,2082929,0,0,1
754,2020-03-01,1,P,47,275000,3.875,33500,P,360,0,,80.0,90.0,5,2,<25,4887771,0,0,1
793,2020-03-01,1,P,49,345000,3.375,92800,R,360,0,,72.737,61.0,6,1,65-74,1820205,0,0,1
714,2020-03-01,1,P,39,195000,3.375,34700,P,360,0,,80.0,38.0,3,2,55-64,5278308,0,0,1
691,2020-03-01,1,P,20-<30,195000,3.75,33400,P,360,0,,90.0,96.0,5,1,45-54,7562982,0,0,1
765,2020-03-01,1,P,30-<36,275000,3.375,78700,P,360,0,,28.43,130.0,5,1,45-54,4795222,0,0,1
712,2020-03-01,1,P,38,205000,3.5,78200,P,360,0,,80.0,61.0,2,2,45-54,7168566,0,0,1
768,2020-03-01,1,P,<20,245000,3.25,34200,R,180,0,,40.65,206.0,5,2,55-64,2360016,0,0,1
718,2020-03-01,1,P,30-<36,275000,3.25,75000,R,180,0,,79.565,99.0,3,2,35-44,1381996,0,0,1
803,2020-03-01,1,P,<20,305000,3.125,95100,R,180,0,,73.684,458.0,5,1,45-54,4014096,0,0,1
672,2020-03-01,1,P,44,295000,2.75,33000,R,180,0,,56.346,129.0,3,2,55-64,3924930,0,0,1
677,2020-03-01,1,P,30-<36,255000,3.125,93300,P,180,0,,55.0,103.0,2,2,45-54,6678456,0,0,1
806,2020-03-01,1,P,43,105000,3.875,32900,P,360,0,,94.954,28.0,5,2,55-64,5194678,0,0,1
756,2020-03-01,1,P,44,285000,3.875,92200,P,360,0,,82.549,80.0,5,2,55-64,6442381,0,0,1
813,2020-03-01,1,P,48,375000,3.625,78700,P,360,0,,,150.0,5,1,45-54,356464,0,0,1
797,2020-03-01,1,P,20-<30,175000,3.75,32400,P,360,0,,97.0,49.0,5,1,35-44,2041140,0,0,1
810,2020-03-01,1,P,30-<36,265000,3.75,95600,P,360,0,,103.0,69.0,5,2,65-74,421378,0,0,1
794,2020-03-01,1,P,47,105000,3.75,32900,P,360,0,,96.5,58.0,5,1,65-74,497069,0,0,1
672,2020-03-01,1,P,20-<30,125000,3.875,76000,R,360,0,,64.267,49.0,5,1,65-74,3898523,0,0,1
723,2020-03-01,1,P,20-<30,225000,3.75,32700,R,360,0,,84.595,82.0,6,2,55-64,1478310,0,0,1
763,2020-03-01,1,P,46,245000,3.625,12500,P,360,1,2020-07-01,99.5,74.0,5,1,25-34,5186619,1,1,1
744,2020-03-01,1,P,30-<36,225000,3.75,32200,P,360,0,,100.0,136.0,5,1,25-34,3151562,0,0,1
811,2020-03-01,1,P,30-<36,125000,2.75,32800,R,180,0,,48.353,53.0,5,1,55-64,1143596,0,0,1
784,2020-03-01,1,P,30-<36,375000,3.375,91700,R,360,0,,79.0,178.0,2,2,35-44,2929913,0,0,1
716,2020-03-01,1,P,40,165000,4.125,77000,P,360,0,,96.5,63.0,5,2,35-44,1390374,0,0,1
750,2020-03-01,1,P,37,585000,3.5,92600,R,360,0,,71.533,166.0,6,1,35-44,5447452,0,0,1
793,2020-03-01,1,P,30-<36,625000,3.5,95000,R,360,0,,73.529,167.0,6,2,35-44,4017496,0,0,1
773,2020-05-01,1,P,30-<36,625000,3.5,95000,R,360,0,,73.529,167.0,6,2,35-44,4017496,0,0,1
780,2020-03-01,1,P,47,195000,3.625,77400,P,360,0,,98.0,37.0,3,2,45-54,5843998,0,0,1
798,2020-03-01,1,P,20-<30,135000,4.25,34400,P,360,0,,90.0,42.0,5,1,35-44,7055214,0,0,1
786,2020-03-01,1,P,30-<36,295000,3.75,95900,R,360,0,,53.818,98.0,5,1,>74,6734342,0,0,1
696,2020-03-01,1,P,44,455000,3.5,94500,R,360,0,,59.974,110.0,5,2,45-54,3667053,0,0,1
763,2020-03-01,1,P,43,495000,3.875,92000,P,360,0,,90.0,136.0,5,1,25-34,1283624,0,0,1
711,2020-03-01,1,P,40,115000,3.375,33100,R,180,0,,26.0,100.0,6,2,55-64,2762313,0,0,1
749,2020-03-01,1,P,43,245000,3.625,79900,P,360,0,,,101.0,3,1,25-34,322349,0,0,1
688,2020-03-01,1,P,45,285000,4.0,33600,P,360,1,2020-10-01,90.0,52.0,6,1,45-54,6812737,0,1,1
770,2020-03-01,1,P,42,355000,3.75,33500,P,360,0,,96.5,86.0,5,2,45-54,1523954,0,0,1
755,2020-04-01,1,P,42,355000,3.75,33500,P,360,1,2020-07-01,96.5,86.0,5,2,45-54,1523954,1,1,1
782,2020-03-01,1,P,49,175000,3.75,77300,P,360,1,2020-06-01,96.5,75.0,5,1,35-44,7649602,1,1,1
763,2020-03-01,1,P,20-<30,225000,3.5,32200,R,360,0,,74.9,150.0,6,1,45-54,4706547,0,0,1
767,2020-03-01,1,S,41,225000,3.875,33900,P,360,0,,90.0,156.0,6,1,45-54,6795767,0,0,1
759,2020-03-01,1,P,20-<30,345000,3.875,78600,P,360,0,,95.0,120.0,2,1,35-44,1261245,0,0,1
796,2020-03-01,1,P,39,345000,3.75,10900,R,360,0,,75.87,162.0,6,2,35-44,2009918,0,0,1
767,2020-03-01,1,P,43,255000,3.875,76000,R,360,0,,53.731,101.0,5,1,45-54,1534579,0,0,1
776,2020-03-01,1,P,30-<36,345000,3.875,33500,P,360,0,,96.5,99.0,5,1,45-54,1336557,0,0,1
707,2020-03-01,1,P,43,325000,3.875,92500,R,360,0,,78.072,83.0,6,1,55-64,8027010,0,0,1
782,2020-03-01,1,P,38,475000,3.625,75000,P,360,0,,85.0,86.0,2,1,25-34,3908348,0,0,1
788,2020-03-01,1,P,20-<30,165000,3.875,76100,P,360,0,,97.0,57.0,5,2,35-44,7620102,0,0,1
758,2020-03-01,1,P,30-<36,315000,3.75,92300,P,360,0,,79.747,103.0,6,1,35-44,769834,0,0,1
767,2020-03-01,1,P,43,235000,3.625,92500,R,360,0,,84.3,115.0,6,1,35-44,2481553,0,0,1
645,2020-03-01,1,P,30-<36,145000,3.375,78200,R,180,0,,69.6,53.0,5,2,35-44,7793642,0,0,1
784,2020-04-01,1,P,49,385000,3.625,91700,P,360,0,,95.0,67.0,6,1,25-34,92342,0,0,1
