credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,six_month_interval_label,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year
734,2021-10-01,1,P,47,425000,2.99,92100,R,360,0,,4,87.0,149.0,5,1,55-64,3255747,0,0
686,2021-10-01,1,P,44,375000,3.25,91700,R,360,0,,4,51.51,204.0,2,2,45-54,4333278,0,0
782,2021-07-01,1,P,39,425000,2.875,93000,R,360,0,,4,57.878,100.0,6,1,35-44,4516716,0,0
789,2021-12-01,1,P,40,315000,2.5,11700,R,180,0,,4,51.922,129.0,5,2,45-54,3449985,0,0
796,2021-11-01,1,P,39,475000,2.75,33400,P,360,0,,4,90.477,134.0,6,1,35-44,3453280,0,0
692,2021-08-01,1,P,48,125000,3.125,33400,R,360,0,,4,79.0,50.0,5,2,65-74,2802887,0,0
739,2021-07-01,1,P,30-<36,255000,2.99,95300,R,360,1,2023-05-01,4,63.0,56.0,6,1,35-44,5531869,0,0
790,2021-08-01,1,P,49,185000,2.99,33700,P,360,0,,4,69.68,27.0,2,1,25-34,5456342,0,0
763,2021-08-01,1,P,30-<36,105000,2.875,33100,P,360,0,,4,40.385,55.0,6,1,25-34,74376,0,0
812,2021-12-01,1,P,20-<30,285000,2.875,13300,P,360,0,,4,74.0,124.0,5,1,55-64,5749354,0,0
766,2021-08-01,1,P,20-<30,195000,2.99,95300,P,360,0,,4,79.592,48.0,6,1,55-64,5453734,0,0
657,2021-12-01,1,P,30-<36,225000,3.375,32800,R,360,0,,4,72.335,92.0,5,2,45-54,5655383,0,0
783,2021-12-01,1,P,42,345000,2.875,34100,P,360,0,,4,60.0,127.0,5,1,55-64,7585410,0,0
726,2021-12-01,1,P,41,375000,2.75,91700,R,360,0,,4,58.277,67.0,2,2,45-54,5580543,0,0
797,2021-08-01,1,P,<20,405000,2.99,34200,R,360,0,,4,74.995,185.0,5,1,35-44,3669756,0,0
720,2021-08-01,1,P,30-<36,255000,2.875,93500,R,240,0,,4,56.92,72.0,6,1,25-34,6652804,0,0
719,2021-12-01,1,P,<20,265000,2.875,32700,P,360,0,,4,80.0,190.0,5,2,55-64,4559766,0,0
684,2021-08-01,1,P,36,315000,2.75,94500,R,360,0,,4,72.83,119.0,3,2,55-64,2435203,0,0
818,2021-10-01,1,P,30-<36,445000,2.375,90200,R,180,0,,4,50.0,170.0,2,1,45-54,2934189,0,0
764,2021-08-01,1,P,20-<30,95000,3.125,33900,P,360,0,,4,54.02,106.0,5,2,65-74,6333825,0,0
718,2021-07-01,1,P,40,585000,2.875,90600,R,360,0,,4,61.579,117.0,5,1,25-34,7169831,0,0
754,2021-11-01,1,P,36,405000,2.875,11700,R,360,0,,4,89.356,86.0,6,1,35-44,4261183,0,0
792,2021-07-01,1,P,<20,425000,2.125,92600,R,180,0,,4,44.398,242.0,5,1,35-44,6364788,0,0
719,2021-11-01,1,P,20-<30,145000,2.625,34600,P,180,0,,4,85.0,83.0,5,1,35-44,1016563,0,0
634,2021-09-01,1,P,44,525000,2.99,92000,R,360,0,,4,89.237,185.0,5,1,35-44,1872209,0,0
767,2021-08-01,1,P,36,285000,3.125,76200,P,360,0,,4,95.0,76.0,5,2,35-44,6227905,0,0
819,2021-07-01,1,P,20-<30,345000,3.125,92600,R,360,0,,4,72.0,96.0,5,1,35-44,3242655,0,0
810,2021-07-01,1,P,45,355000,3.0,33400,P,360,0,,4,94.67,174.0,5,2,35-44,7812187,0,0
732,2021-08-01,1,P,47,245000,2.75,34700,R,360,0,,4,95.0,57.0,6,1,35-44,2556910,0,0
739,2021-10-01,1,P,47,365000,3.375,33300,R,360,0,,4,87.805,129.0,3,2,45-54,6233686,0,0
667,2021-12-01,1,P,42,175000,3.125,34700,R,360,0,,4,58.0,56.0,5,1,65-74,2737708,0,0
806,2021-10-01,1,S,20-<30,315000,2.99,33400,P,360,0,,4,70.0,521.0,5,1,55-64,3714415,0,0
790,2021-12-01,1,P,44,655000,2.875,91300,R,360,0,,4,76.0,101.0,5,1,25-34,2494193,0,0
666,2021-11-01,1,P,30-<36,215000,2.5,90000,R,180,0,,4,37.121,91.0,6,1,45-54,7454231,0,0
790,2021-08-01,1,P,30-<36,175000,2.625,92500,R,360,0,,4,45.45,48.0,2,2,35-44,526426,0,0
811,2021-09-01,1,P,30-<36,515000,2.99,91900,R,360,0,,4,78.615,194.0,5,2,35-44,3864795,0,0
708,2021-10-01,1,P,40,475000,2.99,92800,R,360,0,,4,48.131,91.0,5,2,>74,1146632,0,0
680,2021-10-01,1,P,30-<36,195000,3.0,78100,R,360,0,,4,78.0,91.0,6,1,35-44,5845725,0,0
779,2021-11-01,1,P,44,515000,2.625,91700,R,360,0,,4,69.811,96.0,2,2,25-34,6500006,0,0
721,2021-10-01,1,P,41,155000,3.0,76000,R,360,0,,4,54.368,64.0,5,1,35-44,4931745,0,0
724,2021-11-01,1,P,<20,205000,2.5,78200,R,180,0,,4,51.806,276.0,5,2,45-54,7963591,0,0
773,2021-07-01,1,P,37,225000,2.25,77400,R,180,0,,4,62.753,104.0,3,1,45-54,215697,0,0
783,2021-10-01,1,P,20-<30,275000,2.5,32700,R,180,0,,4,56.701,152.0,2,1,45-54,7903838,0,0
660,2021-11-01,1,P,38,465000,2.625,94600,R,360,0,,4,46.1,159.0,5,1,55-64,5524735,0,0
817,2021-10-01,1,P,40,215000,2.875,34700,R,360,0,,4,60.0,47.0,5,1,25-34,6018279,0,0
787,2021-11-01,1,P,44,375000,2.625,94500,R,360,0,,4,52.624,86.0,5,1,35-44,1879355,0,0
686,2021-07-01,1,P,30-<36,225000,2.5,95400,R,240,0,,4,71.0,96.0,6,1,25-34,5134353,0,0
786,2021-10-01,1,P,<20,475000,2.625,95600,R,360,0,,4,57.229,276.0,2,1,25-34,6806476,0,0
728,2021-07-01,1,P,42,225000,2.99,33100,P,360,0,,4,90.0,49.0,6,1,25-34,3415261,0,0
738,2021-09-01,1,P,30-<36,285000,2.875,11400,P,360,0,,4,90.0,94.0,5,2,25-34,992264,0,0
798,2021-07-01,1,P,37,145000,2.99,33800,R,360,0,,4,63.04,33.0,5,2,65-74,2258699,0,0
758,2021-07-01,1,P,42,685000,2.875,92100,R,360,0,,4,74.0,255.0,2,1,35-44,2988336,0,0
797,2021-09-01,1,P,43,325000,2.875,92800,R,360,0,,4,50.55,62.0,5,2,65-74,3791786,0,0
692,2021-08-01,1,P,20-<30,95000,2.75,79100,R,180,0,,4,59.38,73.0,5,2,55-64,6021677,0,0
773,2021-10-01,1,P,20-<30,405000,2.75,95600,R,180,0,,4,67.0,228.0,5,2,55-64,810723,0,0
760,2021-09-01,1,P,30-<36,735000,2.875,92800,P,360,0,,4,95.0,147.0,5,1,25-34,3220668,0,0
732,2021-11-01,1,P,48,455000,2.75,90700,R,360,0,,4,72.143,78.0,2,1,35-44,7471148,0,0
753,2021-10-01,1,P,43,325000,2.875,78700,P,360,0,,4,80.0,63.0,5,2,25-34,1261364,0,0
807,2021-11-01,1,P,20-<30,145000,2.875,33000,P,360,0,,4,52.2059,130.0,5,2,65-74,5947498,0,0
817,2021-12-01,1,P,20-<30,425000,2.75,93900,R,360,0,,4,62.647,147.0,5,1,35-44,6745930,0,0
653,2021-11-01,1,P,38,75000,2.75,33400,R,180,0,,4,24.387,54.0,3,2,35-44,4033766,0,0
781,2021-12-01,1,P,20-<30,445000,2.5,75000,R,240,0,,4,75.407,170.0,5,1,35-44,3856341,0,0
770,2021-10-01,1,P,<20,135000,2.5,95800,R,180,0,,4,27.396,78.0,2,1,25-34,1934309,0,0
686,2021-12-01,1,P,20-<30,115000,3.25,94500,R,360,0,,4,12.578,101.0,5,2,>74,7030762,0,0
699,2021-08-01,1,P,30-<36,405000,2.99,90200,R,360,0,,4,57.971,321.0,5,1,25-34,1980090,0,0
744,2021-08-01,1,P,30-<36,125000,3.25,93500,R,360,0,,4,29.0,42.0,5,1,55-64,831177,0,0
722,2021-07-01,1,P,38,525000,2.875,92800,R,360,0,,4,75.87,89.0,6,1,45-54,1913880,0,0
748,2021-07-01,1,P,44,365000,2.875,95000,R,360,0,,4,45.75,443.0,5,2,45-54,6141600,0,0
784,2021-11-01,1,I,47,245000,3.25,92100,R,360,0,,4,34.028,108.0,5,2,65-74,7466815,0,0
799,2021-11-01,1,P,20-<30,355000,2.99,94800,R,360,0,,4,48.434,102.0,5,2,55-64,7014955,0,0
725,2021-07-01,1,P,43,345000,2.99,95300,R,360,0,,4,67.864,66.0,5,1,65-74,6144772,0,0
761,2021-11-01,1,P,30-<36,315000,2.25,92300,R,180,0,,4,63.0,88.0,6,1,45-54,3018999,0,0
782,2021-08-01,1,P,37,285000,2.99,92200,R,360,0,,4,67.29,53.0,5,1,55-64,3204340,0,0
718,2021-08-01,1,P,36,195000,2.25,75000,R,180,0,,4,79.793,100.0,2,1,45-54,3971998,0,0
797,2021-11-01,1,I,30-<36,195000,3.25,33800,P,360,0,,4,75.0,224.0,5,1,45-54,6059316,0,0
652,2021-12-01,1,P,30-<36,175000,3.625,77500,R,360,0,,4,79.58,76.0,5,1,45-54,5829917,0,0
660,2021-09-01,1,P,30-<36,115000,3.25,93200,R,360,0,,4,44.534,79.0,6,1,45-54,3171308,0,0
774,2021-08-01,1,P,42,475000,2.875,91300,R,360,0,,4,50.214,95.0,5,2,55-64,4716915,0,0
677,2021-09-01,1,P,38,455000,2.99,94500,R,360,0,,4,60.0,84.0,5,2,55-64,146163,0,0
708,2021-12-01,1,P,48,325000,2.875,33900,R,360,0,,4,57.281,75.0,5,1,45-54,1123931,0,0
748,2021-09-01,1,P,36,285000,2.75,32800,P,360,0,,4,81.31,74.0,6,1,25-34,8138324,0,0
797,2021-07-01,1,P,43,765000,3.125,91300,P,360,0,,4,95.0,235.0,5,2,35-44,3266019,0,0
646,2021-11-01,1,P,30-<36,305000,3.125,92300,R,360,0,,4,59.99,80.0,6,1,55-64,6541418,0,0
717,2021-08-01,1,P,20-<30,345000,2.75,93400,P,360,0,,4,80.0,85.0,5,1,45-54,5449074,0,0
701,2021-09-01,1,P,44,335000,2.99,32800,R,360,0,,4,85.974,79.0,6,1,25-34,5427619,0,0
716,2021-08-01,1,P,43,325000,2.99,94500,R,360,0,,4,54.89,64.0,5,1,65-74,802812,0,0
771,2021-11-01,1,P,20-<30,125000,2.999,33700,R,360,0,,4,46.829,99.0,5,2,55-64,7386616,0,0
636,2021-10-01,1,P,43,345000,2.625,90600,R,360,0,,4,49.1,52.0,6,1,55-64,6855814,0,0
785,2021-11-01,1,P,20-<30,765000,2.99,90800,R,360,0,,4,67.701,249.0,5,1,35-44,5405702,0,0
760,2021-12-01,1,P,49,75000,2.875,32900,P,360,0,,4,43.61,82.0,5,1,35-44,8142994,0,0
802,2021-12-01,1,I,<20,105000,3.5,77000,R,360,0,,4,75.0,108.0,3,1,45-54,4376280,0,0
747,2021-12-01,1,P,39,175000,2.99,32900,P,360,0,,4,23.179,85.0,5,1,55-64,3801081,0,0
663,2021-07-01,1,P,45,345000,2.25,91700,R,180,0,,4,54.48,141.0,6,2,45-54,2484360,0,0
768,2021-09-01,1,P,44,215000,2.875,92500,R,360,0,,4,44.742,47.0,6,1,65-74,7540282,0,0
702,2021-12-01,1,P,30-<36,175000,2.875,32500,R,240,0,,4,78.899,48.0,6,1,45-54,207199,0,0
743,2021-10-01,1,P,39,525000,2.875,91700,R,360,0,,4,69.6,134.0,5,1,45-54,2253104,0,0
765,2021-08-01,1,P,45,325000,2.75,91700,R,360,0,,4,53.5,60.0,2,1,45-54,6771745,0,0
744,2021-11-01,1,P,36,445000,2.625,95100,R,360,0,,4,52.118,179.0,2,1,45-54,8022318,0,0
733,2021-08-01,1,P,42,265000,2.99,33400,R,360,0,,4,73.612,49.0,6,1,35-44,3419544,0,0
798,2021-09-01,1,P,45,255000,2.875,92500,R,360,0,,4,60.0,60.0,6,1,45-54,3232151,0,0
797,2021-12-01,1,P,47,335000,2.99,94500,R,360,0,,4,79.858,70.0,6,1,35-44,3449258,0,0
796,2021-12-01,1,P,30-<36,125000,2.5,14500,R,180,0,,4,54.468,158.0,5,1,25-34,3578475,0,0
782,2021-11-01,1,P,30-<36,265000,3.125,90700,R,360,0,,4,50.162,82.0,6,2,35-44,99743,0,0
777,2021-07-01,1,P,20-<30,495000,2.875,33400,R,360,0,,4,62.091,261.0,5,1,55-64,6331754,0,0
795,2021-10-01,1,P,20-<30,365000,2.375,92500,R,360,0,,4,40.646,99.0,5,1,45-54,7420418,0,0
756,2021-10-01,1,P,49,445000,2.625,95100,R,360,0,,4,44.72,69.0,2,1,45-54,2613944,0,0
661,2021-11-01,1,P,41,455000,2.875,92800,R,360,0,,4,,96.0,6,1,35-44,4971840,0,0
765,2021-08-01,1,P,30-<36,385000,1.99,92500,R,180,0,,4,68.246,162.0,2,1,35-44,1102570,0,0
717,2021-08-01,1,P,20-<30,355000,2.625,11700,R,180,0,,4,48.276,287.0,5,1,45-54,1811037,0,0
644,2021-10-01,1,P,<20,125000,2.875,33400,R,180,0,,4,70.313,105.0,6,2,45-54,3932442,0,0
775,2021-07-01,1,P,46,325000,2.5,90000,R,360,0,,4,65.23,67.0,6,2,45-54,2389101,0,0
784,2021-07-01,1,P,45,315000,2.25,92100,R,180,0,,4,36.47,141.0,2,1,55-64,2286212,0,0
694,2021-10-01,1,P,42,445000,2.25,75000,R,180,0,,4,88.8,123.0,2,1,35-44,5428502,0,0
793,2021-10-01,1,P,30-<36,225000,3.0,91700,R,360,0,,4,77.424,61.0,6,1,55-64,5276252,0,0
739,2021-09-01,1,P,48,225000,2.75,76000,R,360,0,,4,75.4,91.0,5,1,35-44,7792855,0,0
800,2021-08-01,1,P,43,365000,2.875,92300,R,360,0,,4,79.86,76.0,5,1,35-44,2504431,0,0
796,2021-10-01,1,P,37,235000,2.875,33300,R,360,0,,4,80.0,136.0,5,1,35-44,2962250,0,0
621,2021-09-01,1,P,36,115000,2.75,79900,R,180,0,,4,66.02,47.0,6,1,35-44,3157004,0,0
700,2021-07-01,1,P,42,375000,3.0,91300,R,360,0,,4,80.0,125.0,6,1,45-54,5371115,0,0
