credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,six_month_interval_label,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year
666,2020-11-01,1,P,38,445000,3.25,94500,R,360,0,,2,67.161,218.0,5,1,45-54,1607494,0,0
642,2020-08-01,1,P,20-<30,75000,3.875,76500,R,180,0,,2,80.0,78.0,5,1,65-74,2595825,0,0
801,2020-09-01,1,I,40,135000,4.25,77400,P,360,0,,2,75.0,131.0,5,1,45-54,3736032,0,0
688,2020-07-01,1,P,36,375000,3.25,91900,R,360,0,,2,46.875,121.0,5,1,65-74,2078689,0,0
746,2020-11-01,1,P,36,175000,3.25,34200,R,360,0,,2,58.0,54.0,5,2,65-74,6851288,0,0
737,2020-08-01,1,P,40,575000,3.875,91300,R,360,0,,2,74.026,116.0,5,1,35-44,2393818,0,0
793,2020-09-01,1,P,39,405000,3.5,94500,R,360,0,,2,75.0,128.0,5,2,55-64,2647968,0,0
737,2020-08-01,1,P,44,725000,3.25,92600,P,360,0,,2,96.5,185.0,2,1,35-44,3146855,0,0
754,2020-08-01,1,P,43,445000,3.125,92100,R,360,0,,2,32.381,150.0,2,1,25-34,6557882,0,0
756,2020-07-01,1,P,40,765000,3.875,92800,P,360,0,,2,93.93,202.0,2,1,25-34,339601,0,0
689,2020-07-01,1,P,43,375000,3.625,95600,R,360,0,,2,74.97,98.0,5,2,35-44,261696,0,0
718,2020-07-01,1,P,43,295000,3.5,95400,R,360,0,,2,44.0,68.0,5,2,65-74,6016222,0,0
715,2020-07-01,1,P,42,285000,3.25,95600,R,360,0,,2,60.0,98.0,5,1,55-64,112901,0,0
800,2020-10-01,1,P,42,285000,3.25,95600,R,360,0,,2,60.0,98.0,5,1,55-64,112901,0,0
723,2020-11-01,1,P,43,765000,3.25,92600,R,360,0,,2,54.48,159.0,5,1,65-74,2416974,0,0
790,2020-08-01,1,P,20-<30,155000,2.625,92500,R,180,0,,2,33.442,98.0,5,1,45-54,1165496,0,0
746,2020-09-01,1,P,42,585000,3.125,90600,P,360,0,,2,101.112,118.0,6,1,25-34,7398558,0,0
747,2020-08-01,1,P,38,165000,3.5,77400,R,360,0,,2,71.73,63.0,5,1,35-44,6326112,0,0
767,2020-07-01,1,I,45,285000,3.375,91700,R,360,0,,2,60.0,155.0,2,1,35-44,1855768,0,0
811,2020-08-01,1,P,47,765000,3.375,90200,P,360,0,,2,67.699,118.0,2,1,25-34,1105902,0,0
763,2020-07-01,1,P,44,505000,3.25,91300,R,360,0,,2,70.069,103.0,5,1,35-44,2422610,0,0
659,2020-12-01,1,P,30-<36,225000,3.5,91700,R,360,0,,2,43.4,62.0,5,1,45-54,4538874,0,0
675,2020-09-01,1,P,20-<30,375000,3.625,93400,R,360,0,,2,68.69,111.0,5,1,55-64,408494,0,0
705,2020-10-01,1,S,40,245000,3.25,33500,P,360,0,,2,80.0,217.0,5,1,55-64,5521833,0,0
773,2020-07-01,1,P,<20,275000,3.375,32700,R,360,0,,2,85.938,144.0,5,2,45-54,2577031,0,0
751,2020-12-01,1,P,<20,235000,2.99,92200,R,360,0,,2,74.516,191.0,6,1,35-44,2477880,0,0
728,2020-11-01,1,P,43,375000,3.25,91700,R,360,0,,2,79.368,107.0,2,1,25-34,3437212,0,0
780,2020-12-01,1,P,20-<30,115000,3.625,93200,R,360,0,,2,61.0,47.0,6,1,35-44,1442561,0,0
734,2020-08-01,1,P,47,485000,3.125,93000,R,360,0,,2,64.667,115.0,5,1,55-64,712945,0,0
799,2020-08-01,1,P,<20,345000,3.125,95300,R,360,0,,2,60.0,138.0,5,2,45-54,3097346,0,0
782,2020-11-01,1,I,20-<30,195000,3.5,33700,R,360,0,,2,69.65,249.0,5,1,45-54,2206196,0,0
802,2020-09-01,1,P,20-<30,185000,3.375,34600,R,360,0,,2,76.721,93.0,5,1,45-54,5208884,0,0
711,2020-07-01,1,P,20-<30,425000,3.5,92700,R,360,0,,2,36.522,148.0,5,1,55-64,1102797,0,0
732,2020-08-01,1,P,43,295000,3.25,91200,P,360,0,,2,53.64,73.0,5,1,35-44,3758829,0,0
783,2020-09-01,1,I,30-<36,365000,3.875,92600,R,360,0,,2,49.059,245.0,2,1,25-34,3240797,0,0
738,2020-09-01,1,P,20-<30,665000,3.375,91000,R,360,0,,2,42.903,227.0,2,1,55-64,5539584,0,0
768,2020-09-01,1,P,30-<36,215000,3.375,32000,R,360,0,,2,88.0,87.0,5,1,35-44,119587,0,0
785,2020-08-01,1,P,43,385000,3.0,75200,R,360,0,,2,61.66,164.0,6,1,35-44,6312883,0,0
762,2020-07-01,1,P,30-<36,95000,3.125,14800,P,360,1,2021-08-01,2,95.0,66.0,3,1,35-44,4083301,0,0
744,2020-08-01,1,P,30-<36,355000,3.25,12500,R,360,0,,2,77.533,245.0,6,1,45-54,6914799,0,0
805,2020-07-01,1,P,40,305000,2.75,14800,P,240,0,,2,95.0,175.0,5,1,35-44,4083359,0,0
804,2020-08-01,1,P,20-<30,175000,2.375,12500,R,180,0,,2,49.157,92.0,5,1,25-34,1366687,0,0
816,2020-07-01,1,P,<20,215000,2.375,14800,R,180,0,,2,78.91,291.0,5,1,35-44,4083338,0,0
806,2020-07-01,1,P,<20,215000,2.875,14900,R,360,0,,2,88.12,165.0,5,1,25-34,4083352,0,0
777,2020-07-01,1,P,<20,185000,2.75,32700,P,360,0,,2,96.5,141.0,5,2,45-54,5207645,0,0
809,2020-07-01,1,P,<20,205000,2.375,14800,R,180,0,,2,56.94,296.0,5,1,45-54,4083369,0,0
802,2020-07-01,1,P,43,245000,3.125,10900,R,360,0,,2,89.0,82.0,5,2,25-34,5658522,0,0
782,2020-08-01,1,P,<20,275000,2.625,77400,R,180,0,,2,61.23,225.0,3,2,55-64,7591800,0,0
764,2020-07-01,1,P,36,105000,2.625,14800,R,180,0,,2,60.0,49.0,5,1,65-74,4083405,0,0
754,2020-07-01,1,I,20-<30,35000,2.625,14900,R,180,0,,2,84.64,182.0,1,1,35-44,4083410,0,0
731,2020-07-01,1,P,39,165000,3.25,14800,P,360,0,,2,97.0,52.0,5,1,<25,4083362,0,0
752,2020-07-01,1,P,20-<30,145000,3.125,14800,R,240,0,,2,89.46,125.0,5,1,35-44,4083419,0,0
681,2020-08-01,1,P,30-<36,125000,2.5,12500,R,180,0,,2,58.49,126.0,3,1,45-54,3471818,0,0
769,2020-07-01,1,P,20-<30,185000,2.875,12400,R,180,0,,2,64.586,105.0,5,1,35-44,6970843,0,0
789,2020-07-01,1,P,30-<36,185000,3.0,32700,R,240,0,,2,65.0,99.0,5,2,45-54,3135595,0,0
794,2020-07-01,1,P,20-<30,325000,3.0,10900,R,360,0,,2,80.0,50.0,5,1,55-64,4592840,0,0
687,2020-07-01,1,P,41,195000,3.125,33400,R,360,0,,2,48.08,74.0,5,1,55-64,1480681,0,0
794,2020-07-01,1,P,30-<36,195000,2.875,32300,R,360,0,,2,77.415,78.0,5,2,55-64,7013252,0,0
776,2020-08-01,1,P,20-<30,215000,2.875,32300,R,360,0,,2,79.37,96.0,5,1,65-74,7527755,0,0
752,2020-07-01,1,P,<20,485000,3.25,77000,R,360,0,,2,67.225,341.0,5,1,25-34,3090773,0,0
729,2020-07-01,1,P,44,445000,2.75,79400,R,180,0,,2,52.165,500.0,5,1,35-44,4903603,0,0
791,2020-08-01,1,I,20-<30,235000,3.5,91700,R,360,0,,2,53.637,185.0,2,1,35-44,2616858,0,0
779,2020-07-01,1,P,20-<30,175000,3.25,14800,R,360,0,,2,84.04,97.0,5,2,45-54,311196,0,0
798,2020-07-01,1,P,49,125000,2.99,77500,R,180,0,,2,75.564,68.0,5,1,35-44,2763678,0,0
792,2020-07-01,1,P,39,265000,2.75,33500,R,180,0,,2,48.182,291.0,5,1,45-54,4651023,0,0
807,2020-07-01,1,P,<20,95000,2.75,14800,R,180,0,,2,73.08,88.0,5,1,35-44,4083458,0,0
740,2020-09-01,1,P,46,365000,3.375,94500,R,360,0,,2,53.731,61.0,2,1,45-54,2932198,0,0
754,2020-08-01,1,P,20-<30,165000,3.375,96000,R,360,0,,2,48.14,109.0,5,1,55-64,3601192,0,0
768,2020-12-01,1,P,20-<30,265000,3.0,33400,R,360,0,,2,86.0,165.0,5,1,45-54,63948,0,0
768,2020-07-01,1,P,39,285000,3.125,76100,R,360,0,,2,85.0,152.0,2,1,45-54,121991,0,0
799,2020-07-01,1,P,<20,85000,3.125,76400,R,180,0,,2,57.23,67.0,5,1,35-44,7876893,0,0
781,2020-08-01,1,P,41,335000,2.875,32300,R,360,0,,2,74.889,147.0,5,1,45-54,7528364,0,0
751,2020-08-01,1,P,38,255000,3.25,34600,R,360,0,,2,56.66,85.0,5,1,45-54,1476833,0,0
717,2020-12-01,1,P,30-<36,175000,2.875,77600,R,180,0,,2,59.532,82.0,5,1,55-64,3854307,0,0
811,2020-08-01,1,P,30-<36,215000,3.375,93400,R,360,0,,2,52.0,48.0,5,1,55-64,5597629,0,0
747,2020-07-01,1,P,30-<36,295000,2.375,32800,R,180,0,,2,79.167,97.0,5,2,25-34,2941505,0,0
808,2020-08-01,1,P,<20,85000,2.75,14800,R,180,0,,2,42.18,226.0,5,1,55-64,4083564,0,0
783,2020-08-01,1,P,20-<30,195000,2.25,32200,R,180,0,,2,65.333,110.0,5,1,25-34,1697166,0,0
737,2020-08-01,1,P,38,455000,3.25,79300,R,360,0,,2,81.963,154.0,5,1,45-54,4903460,0,0
760,2020-08-01,1,P,<20,85000,3.125,14800,R,360,0,,2,87.14,69.0,5,1,25-34,4083463,0,0
806,2020-09-01,1,P,48,475000,3.375,94500,R,360,0,,2,50.05,81.0,5,1,45-54,223928,0,0
721,2020-07-01,1,P,43,295000,3.375,95300,R,360,0,,2,68.48,70.0,5,1,55-64,270533,0,0
809,2020-11-01,1,P,20-<30,135000,2.875,93200,R,180,0,,2,36.6,77.0,5,2,25-34,275450,0,0
791,2020-07-01,1,S,20-<30,215000,3.125,93600,P,360,0,,2,75.0,125.0,2,1,35-44,5277537,0,0
793,2020-11-01,1,P,20-<30,625000,3.375,90800,R,360,0,,2,79.994,245.0,5,2,25-34,1116841,0,0
773,2020-07-01,1,P,43,385000,3.25,91900,R,360,0,,2,72.642,105.0,5,2,25-34,1113787,0,0
722,2020-10-01,1,P,44,445000,3.5,92800,R,360,0,,2,89.949,82.0,6,2,35-44,1120975,0,0
674,2020-09-01,1,P,20-<30,245000,3.5,34600,R,360,0,,2,80.0,109.0,5,2,35-44,1712603,0,0
694,2020-07-01,1,P,44,455000,3.5,92800,R,360,0,,2,79.47,147.0,5,1,45-54,717963,0,0
752,2020-08-01,1,I,30-<36,435000,3.625,91300,R,360,0,,2,74.53,114.0,5,1,45-54,6123904,0,0
805,2020-07-01,1,P,44,305000,3.5,95800,R,360,0,,2,91.77,83.0,6,1,25-34,7438615,0,0
733,2020-07-01,1,P,<20,155000,3.375,92300,R,360,0,,2,56.31,125.0,5,2,55-64,275985,0,0
759,2020-07-01,1,P,20-<30,195000,3.5,33000,R,360,0,,2,75.0,99.0,5,1,35-44,7575047,0,0
773,2020-11-01,1,P,30-<36,255000,3.375,90600,R,360,0,,2,85.0,75.0,5,2,25-34,3016668,0,0
801,2020-09-01,1,P,38,255000,3.375,78200,R,360,0,,2,72.0,213.0,3,1,45-54,92555,0,0
787,2020-09-01,1,P,<20,435000,2.75,92500,R,180,0,,2,43.5,646.0,5,1,45-54,5815955,0,0
770,2020-09-01,1,P,20-<30,155000,3.625,32300,R,360,0,,2,77.5,77.0,5,2,25-34,7341284,0,0
779,2020-08-01,1,P,40,75000,3.5,96000,P,180,0,,2,24.194,46.0,5,2,55-64,1567199,0,0
717,2020-08-01,1,P,30-<36,475000,3.125,93100,R,360,0,,2,78.417,91.0,6,1,55-64,4270828,0,0
789,2020-08-01,1,P,42,425000,3.5,94500,R,360,0,,2,57.91,86.0,4,1,35-44,7293378,0,0
793,2020-07-01,1,P,37,395000,2.375,91300,R,180,0,,2,,118.0,2,2,45-54,2608475,0,0
768,2020-07-01,1,P,40,255000,2.75,75000,R,180,0,,2,88.269,105.0,2,1,25-34,1425993,0,0
730,2020-12-01,1,P,30-<36,655000,3.375,91300,R,360,0,,2,75.0,186.0,5,1,45-54,1897776,0,0
792,2020-07-01,1,P,39,485000,3.5,93400,R,360,0,,2,64.292,82.0,5,2,45-54,2609134,0,0
802,2020-08-01,1,P,37,225000,3.5,91700,R,360,0,,2,72.581,62.0,2,2,35-44,2609775,0,0
744,2020-07-01,1,P,43,375000,3.25,90600,R,360,0,,2,78.854,85.0,6,1,25-34,1627011,0,0
740,2020-08-01,1,P,30-<36,205000,3.125,14900,P,360,0,,2,95.0,97.0,5,2,35-44,6159931,0,0
743,2020-08-01,1,P,36,405000,3.25,95700,R,360,0,,2,59.26,91.0,2,2,35-44,7282608,0,0
767,2020-08-01,3,I,20-<30,495000,3.375,94500,P,360,0,,2,75.0,50.0,2,2,25-34,5304936,0,0
753,2020-07-01,1,I,30-<36,495000,3.875,90700,R,360,0,,2,60.0,401.0,6,2,55-64,2609529,0,0
767,2020-08-01,1,I,30-<36,405000,3.5,91700,R,360,0,,2,67.8,18.0,2,1,55-64,4132226,0,0
779,2020-08-01,1,P,45,285000,3.5,91700,R,360,0,,2,64.682,76.0,6,1,45-54,2628226,0,0
748,2020-08-01,1,P,30-<36,255000,2.875,79700,R,360,0,,2,76.373,122.0,5,1,45-54,1834915,0,0
792,2020-08-01,1,P,20-<30,435000,2.875,79400,P,180,0,,2,80.0,277.0,5,1,25-34,4903788,0,0
809,2020-07-01,1,P,38,315000,3.25,90200,R,360,0,,2,68.36,71.0,3,1,55-64,598842,0,0
795,2020-07-01,1,P,41,405000,3.25,92600,R,360,0,,2,45.0,111.0,5,2,35-44,1150886,0,0
769,2020-08-01,1,P,48,165000,3.0,14800,R,240,0,,2,89.35,64.0,5,1,25-34,6159826,0,0
758,2020-09-01,1,P,20-<30,265000,3.0,32300,R,360,0,,2,75.49,104.0,5,1,45-54,4307557,0,0
801,2020-07-01,1,P,38,315000,3.0,91300,R,360,0,,2,58.551,115.0,2,2,35-44,2609731,0,0
761,2020-08-01,1,P,49,275000,3.0,78000,R,360,0,,2,61.796,180.0,6,1,45-54,6568407,0,0
699,2020-07-01,1,P,38,225000,2.625,77300,R,180,0,,2,72.0,165.0,5,1,25-34,5589023,0,0
745,2020-12-01,1,P,<20,345000,2.875,93500,R,180,0,,2,69.0,267.0,5,1,55-64,3750347,0,0
684,2020-07-01,1,P,42,185000,2.75,76100,R,180,0,,2,89.524,62.0,6,1,45-54,5974884,0,0
644,2020-12-01,1,P,20-<30,405000,3.625,11500,R,360,0,,2,62.79,150.0,3,1,35-44,6677092,0,0
771,2020-07-01,1,P,20-<30,235000,2.75,12800,R,180,0,,2,68.116,99.0,5,2,35-44,3467484,0,0
687,2020-08-01,1,P,44,365000,3.0,90500,R,360,0,,2,52.143,71.0,2,1,35-44,2610982,0,0
814,2020-07-01,1,P,48,345000,3.25,90600,R,360,0,,2,66.475,73.0,6,2,25-34,4093935,0,0
803,2020-11-01,1,P,38,475000,3.125,11500,R,360,0,,2,84.822,131.0,5,2,35-44,3058884,0,0
683,2020-09-01,1,P,30-<36,355000,3.5,92000,R,360,0,,2,69.34,93.0,6,2,35-44,6348753,0,0
770,2020-07-01,1,P,46,505000,3.25,95600,R,360,0,,2,80.0,149.0,5,1,25-34,3435538,0,0
788,2020-08-01,1,P,20-<30,185000,3.0,14800,R,240,0,,2,68.52,171.0,5,2,35-44,4083501,0,0
737,2020-07-01,1,P,44,185000,3.5,92300,R,360,0,,2,89.269,44.0,5,1,>74,4324648,0,0
709,2020-10-01,1,P,30-<36,145000,3.25,32200,R,360,0,,2,79.034,41.0,5,2,25-34,3874365,0,0
698,2020-07-01,1,P,20-<30,425000,3.625,32200,R,360,0,,2,60.0,330.0,5,2,45-54,5875520,0,0
781,2020-08-01,1,P,41,195000,3.0,34200,R,360,1,2022-12-01,2,76.9,74.0,5,1,25-34,3987610,0,0
737,2020-08-01,1,P,20-<30,445000,3.5,91200,R,360,0,,2,87.263,204.0,5,2,45-54,2609786,0,0
629,2020-07-01,1,P,41,435000,3.375,92800,R,360,0,,2,60.54,96.0,6,1,65-74,3589593,0,0
793,2020-08-01,1,P,36,285000,2.875,95600,R,180,0,,2,58.612,169.0,5,1,55-64,2931781,0,0
711,2020-10-01,1,P,<20,135000,3.375,92200,R,360,0,,2,27.0,101.0,5,1,45-54,2756832,0,0
804,2020-07-01,1,P,20-<30,415000,3.25,32600,R,360,0,,2,66.4,183.0,5,1,45-54,4342871,0,0
711,2020-10-01,1,P,30-<36,125000,3.125,79100,R,180,0,,2,89.57,57.0,5,2,25-34,6675583,0,0
789,2020-07-01,1,P,40,325000,3.125,92000,R,360,0,,2,74.71,75.0,5,1,35-44,276569,0,0
803,2020-07-01,1,P,42,455000,3.25,92800,R,360,0,,2,57.342,108.0,2,2,45-54,1139443,0,0
751,2020-08-01,1,P,40,245000,3.125,79400,R,360,0,,2,95.0,140.0,5,1,35-44,4903943,0,0
748,2020-07-01,1,S,20-<30,455000,3.375,14400,P,360,0,,2,80.0,439.0,5,2,55-64,7322367,0,0
799,2020-07-01,1,S,<20,325000,3.375,12300,R,360,0,,2,66.347,534.0,5,1,35-44,7332238,0,0
807,2020-08-01,1,P,38,285000,3.125,77400,R,360,0,,2,80.0,115.0,5,1,45-54,2646249,0,0
756,2020-08-01,1,P,20-<30,445000,3.0,33800,R,360,0,,2,77.933,308.0,5,1,65-74,5492254,0,0
749,2020-08-01,1,I,30-<36,175000,4.25,33600,P,360,0,,2,75.0,82.0,6,1,25-34,4651507,0,0
792,2020-07-01,1,S,20-<30,205000,3.125,78600,P,360,0,,2,70.0,235.0,5,2,45-54,5089483,0,0
760,2020-12-01,4,I,20-<30,595000,3.625,90600,R,360,0,,2,68.391,209.0,2,1,35-44,2936009,0,0
733,2020-12-01,1,P,39,765000,2.875,91400,R,360,0,,2,75.172,242.0,5,1,45-54,1972611,0,0
779,2020-07-01,1,P,43,235000,2.625,95300,R,180,0,,2,38.333,207.0,5,1,65-74,3000626,0,0
788,2020-10-01,1,P,<20,435000,3.0,92000,R,360,0,,2,74.914,185.0,2,1,45-54,3238560,0,0
803,2020-07-01,1,P,40,135000,3.375,75200,R,360,0,,2,86.72,57.0,5,1,45-54,4309170,0,0
811,2020-07-01,1,P,41,435000,3.375,91700,R,360,0,,2,77.2,214.0,3,1,55-64,230882,0,0
731,2020-07-01,1,P,46,465000,2.625,78600,R,180,0,,2,,378.0,2,2,35-44,2608646,0,0
762,2020-07-01,1,P,<20,485000,3.125,75000,R,360,0,,2,84.386,260.0,5,1,25-34,1426088,0,0
750,2020-07-01,1,P,42,105000,3.375,14000,P,360,0,,2,69.536,39.0,5,1,65-74,5356930,0,0
741,2020-07-01,1,P,36,315000,3.99,78200,P,360,0,,2,97.0,131.0,5,1,25-34,5356438,0,0
816,2020-07-01,1,P,20-<30,185000,3.0,32200,R,360,0,,2,78.26,61.0,5,1,45-54,5063070,0,0
749,2020-07-01,1,P,30-<36,155000,2.5,14400,R,180,0,,2,60.547,99.0,5,2,55-64,3074603,0,0
730,2020-07-01,1,P,20-<30,325000,3.25,10600,P,360,0,,2,54.167,222.0,6,1,35-44,3005324,0,0
805,2020-07-01,1,P,<20,235000,3.0,94000,R,180,0,,2,12.908,159.0,5,1,45-54,6958244,0,0
735,2020-07-01,1,P,37,465000,3.0,94900,R,360,0,,2,57.778,100.0,5,1,55-64,1128964,0,0
759,2020-07-01,1,P,45,285000,2.875,33000,R,180,0,,2,71.125,123.0,5,1,25-34,945928,0,0
752,2020-07-01,1,P,46,295000,3.875,33400,P,360,0,,2,90.0,126.0,5,2,25-34,1131188,0,0
638,2020-07-01,1,P,39,125000,3.625,32800,R,360,0,,2,71.81,43.0,6,1,45-54,7422602,0,0
783,2020-07-01,1,P,38,765000,3.625,11500,P,360,0,,2,55.636,328.0,5,1,35-44,2240330,0,0
806,2020-07-01,2,P,<20,55000,3.99,14600,R,360,0,,2,20.0,145.0,5,1,35-44,4843238,0,0
663,2020-09-01,1,P,41,295000,3.375,76000,R,360,0,,2,78.757,125.0,5,1,25-34,3353668,0,0
645,2020-11-01,1,P,30-<36,405000,3.375,77300,P,360,0,,2,89.011,143.0,5,2,35-44,3718166,0,0
765,2020-07-01,1,P,<20,115000,3.375,14400,R,180,0,,2,54.443,128.0,5,1,35-44,2562920,0,0
804,2020-07-01,1,P,20-<30,335000,3.124,92000,R,360,0,,2,55.8,106.0,5,2,35-44,6187711,0,0
695,2020-08-01,1,P,<20,225000,2.75,32100,R,180,0,,2,36.585,165.0,5,1,55-64,2442442,0,0
803,2020-07-01,1,S,20-<30,275000,2.75,96100,R,180,0,,2,27.45,260.0,5,1,55-64,3008088,0,0
755,2020-07-01,1,P,30-<36,285000,3.25,32000,R,360,0,,2,54.808,94.0,5,1,35-44,2575350,0,0
779,2020-07-01,1,P,36,395000,3.25,33300,R,300,0,,2,74.53,217.0,2,1,35-44,1489091,0,0
709,2020-07-01,1,P,36,765000,4.125,91000,P,360,0,,2,80.0,227.0,5,2,35-44,4026840,0,0
797,2020-07-01,1,S,30-<36,175000,2.5,12000,R,180,0,,2,35.0,481.0,5,1,55-64,3467494,0,0
761,2020-07-01,1,P,37,225000,2.75,13300,P,180,0,,2,90.0,178.0,5,2,45-54,3467487,0,0
817,2020-07-01,1,P,20-<30,355000,3.361,95800,R,360,0,,2,84.524,99.0,5,1,35-44,1138665,0,0
804,2020-07-01,1,P,38,395000,3.25,90700,R,360,0,,2,39.05,176.0,5,1,35-44,3392561,0,0
749,2020-07-01,1,P,<20,325000,2.875,95400,R,180,0,,2,59.091,228.0,5,1,55-64,1138758,0,0
698,2020-07-01,1,P,30-<36,445000,4.0,11400,P,360,0,,2,88.12,92.0,2,1,25-34,2692051,0,0
820,2020-07-01,1,P,20-<30,385000,2.5,32800,R,180,0,,2,74.757,231.0,5,1,35-44,2574989,0,0
752,2020-07-01,1,P,43,195000,2.99,77400,P,360,0,,2,95.0,44.0,5,2,35-44,5613721,0,0
746,2020-07-01,1,P,20-<30,495000,3.25,75200,P,360,0,,2,80.0,221.0,5,2,45-54,806399,0,0
798,2020-07-01,1,S,20-<30,175000,3.375,12700,P,360,0,,2,77.778,105.0,5,2,35-44,3037685,0,0
754,2020-07-01,1,P,<20,245000,2.75,33100,R,180,0,,2,28.57,326.0,5,2,45-54,7602426,0,0
814,2020-08-01,1,P,40,135000,2.875,33100,P,360,0,,2,75.0,46.0,6,1,65-74,5028462,0,0
767,2020-07-01,1,P,<20,205000,3.375,34700,R,360,0,,2,32.54,433.0,5,1,55-64,4843101,0,0
776,2020-07-01,1,P,43,255000,3.0,79300,R,360,0,,2,85.0,70.0,5,1,25-34,4903426,0,0
733,2020-07-01,1,P,39,445000,3.5,10300,R,360,0,,2,59.732,102.0,5,2,45-54,2667265,0,0
714,2020-07-01,1,P,40,285000,3.625,79600,P,360,0,,2,95.0,64.0,4,1,45-54,6312056,0,0
777,2020-07-01,1,P,30-<36,475000,3.5,93000,P,360,0,,2,92.233,97.0,5,2,25-34,3737905,0,0
801,2020-07-01,1,P,48,115000,3.125,78600,P,360,0,,2,44.922,27.0,6,2,35-44,3959538,0,0
732,2020-07-01,1,P,41,185000,2.5,75100,R,180,0,,2,65.979,60.0,6,1,35-44,2534993,0,0
783,2020-07-01,1,P,43,265000,3.25,13000,R,300,0,,2,87.039,126.0,5,1,25-34,3002013,0,0
721,2020-07-01,1,P,36,445000,3.125,91300,R,360,0,,2,44.444,84.0,5,2,65-74,6838757,0,0
795,2020-07-01,1,S,<20,65000,3.375,32500,P,180,0,,2,40.0,800.0,5,2,55-64,5685102,0,0
